Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,842.400,11.875,0.837,4.713,9.138,14.917,23.768,31.835,52.784,94.396,0.084
5,804.200,12.410,0.758,4.770,9.335,15.536,24.349,34.676,58.192,112.642,0.081
10,875.000,11.435,0.920,4.548,8.806,14.528,21.250,31.862,52.129,98.643,0.087
15,818.200,12.216,0.816,4.751,9.182,15.230,24.244,34.472,58.105,97.762,0.082
20,890.600,11.246,0.577,4.232,8.883,14.456,21.220,31.259,50.414,87.635,0.089
25,844.400,11.827,1.028,4.420,9.130,15.330,22.807,32.450,54.066,119.175,0.085
30,790.200,12.672,0.703,4.692,9.543,16.318,24.024,33.739,65.432,123.652,0.079
35,815.800,12.236,1.369,4.497,9.354,15.577,23.222,32.308,60.753,150.024,0.082
40,766.400,13.049,1.190,4.882,10.094,16.748,24.794,34.201,64.219,131.288,0.077
45,867.200,11.539,0.743,4.188,8.799,14.785,22.056,31.800,56.920,107.389,0.087
50,789.800,12.641,1.526,4.717,9.757,15.974,24.509,34.418,61.026,117.986,0.079
55,895.400,11.127,0.775,4.115,8.583,14.593,21.814,30.514,49.134,80.927,0.090
60,888.000,11.266,0.848,4.131,8.790,14.692,21.579,30.591,52.853,96.993,0.089
65,830.200,12.034,0.910,4.421,9.322,15.308,23.384,32.428,58.020,94.178,0.083
70,776.200,12.899,0.741,4.625,9.827,16.151,25.594,34.079,63.628,169.872,0.078
75,772.600,12.932,0.655,4.768,10.104,16.599,24.573,34.402,65.927,124.249,0.077
80,604.400,16.541,1.496,5.103,11.262,20.167,38.665,51.102,83.426,135.065,0.060
85,630.400,15.861,0.915,4.811,10.225,19.245,37.641,48.980,82.358,127.693,0.063
90,668.600,14.977,0.749,4.482,9.835,18.137,36.198,47.771,76.696,125.713,0.067
95,634.400,15.769,0.644,5.139,10.555,18.530,35.859,51.203,85.816,145.718,0.063
100,620.000,16.142,1.431,5.039,10.373,18.997,35.980,53.550,96.381,177.586,0.062
105,579.400,17.212,1.316,5.341,11.429,20.305,38.093,56.861,95.810,151.924,0.058
110,609.600,16.470,0.644,5.147,11.424,20.007,36.501,52.339,92.436,118.027,0.061
115,570.800,17.329,1.981,5.295,11.308,20.994,35.626,51.824,105.841,215.908,0.058
120,623.600,16.013,1.278,4.903,11.045,20.517,32.927,45.757,92.251,154.052,0.062
125,612.000,16.345,0.980,5.029,10.880,19.850,36.100,47.916,93.354,143.699,0.061
130,711.200,14.083,0.751,4.586,10.330,17.433,28.905,42.900,73.375,123.331,0.071
135,667.800,14.984,1.232,4.802,10.433,19.185,30.086,41.210,86.559,164.533,0.067
140,676.400,14.761,0.906,5.051,10.799,18.160,28.932,41.876,86.191,130.183,0.068
145,617.200,16.164,1.381,5.368,11.161,19.207,32.946,49.358,97.622,146.623,0.062
150,812.400,12.338,1.034,4.455,9.423,16.107,23.496,30.780,70.450,129.464,0.081
155,846.800,11.829,0.986,4.394,9.059,15.570,22.129,29.148,61.533,141.089,0.085
160,679.000,14.692,1.659,5.211,10.937,18.393,26.776,36.300,91.704,145.928,0.068
165,739.600,13.528,0.633,4.961,10.322,17.495,24.700,32.946,78.780,160.863,0.074
170,722.200,13.843,1.327,4.955,10.297,17.490,25.704,34.788,86.072,136.450,0.072
175,790.000,12.569,0.931,4.445,9.373,16.039,23.712,32.244,69.983,137.979,0.080
