Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,37.000,32.091,19.983,27.046,29.992,33.873,41.052,43.413,75.100,77.377,0.031
5,36.200,33.868,21.801,28.485,32.278,38.140,42.165,49.761,65.395,66.523,0.030
10,31.800,33.439,20.174,28.446,32.061,36.237,42.869,47.963,83.713,86.461,0.030
15,32.000,33.373,19.087,28.185,31.947,37.069,42.585,50.115,61.394,75.494,0.030
20,39.800,30.017,19.431,25.572,28.847,32.510,37.509,41.023,58.045,61.586,0.033
25,35.200,32.469,20.107,27.337,31.639,36.145,41.998,47.059,56.462,75.086,0.031
30,28.600,34.538,21.738,30.351,33.746,37.390,42.200,45.447,51.785,73.155,0.029
35,32.600,33.663,20.230,28.841,31.361,36.237,39.491,44.274,112.802,115.020,0.030
40,31.600,36.611,21.718,30.106,35.338,41.330,48.186,54.217,65.168,70.770,0.027
45,22.200,47.565,22.384,39.423,45.491,53.706,65.532,68.667,72.603,73.195,0.021
50,22.200,47.581,28.195,40.251,44.945,52.630,60.412,70.551,97.006,99.933,0.021
55,21.000,47.399,26.377,38.799,44.775,51.987,64.241,70.229,88.175,116.037,0.021
60,25.000,45.799,25.188,39.283,44.286,49.705,56.846,67.819,86.161,99.202,0.022
65,22.800,47.513,23.715,40.123,46.756,53.323,61.164,69.346,74.541,77.835,0.021
70,23.000,46.290,27.130,38.888,44.168,52.737,59.013,67.620,90.965,93.206,0.022
75,21.400,50.505,32.277,39.977,47.936,56.530,65.658,69.579,108.328,109.498,0.020
80,23.200,46.960,29.147,37.513,44.058,53.097,59.728,73.364,94.518,106.088,0.021
85,21.400,40.916,22.187,33.120,38.826,46.466,57.274,65.200,77.335,83.864,0.024
90,31.200,29.313,18.078,25.533,28.457,31.450,35.246,38.197,66.447,80.017,0.034
95,25.000,32.578,19.663,27.482,30.869,36.197,41.867,46.931,55.852,67.988,0.031
100,26.200,36.709,23.889,30.662,34.445,39.126,47.049,57.924,71.457,108.409,0.027
105,28.600,36.834,23.781,32.579,34.911,38.161,43.629,50.442,84.035,88.506,0.027
110,22.200,45.039,27.918,36.611,43.295,52.026,56.707,66.281,85.569,95.382,0.022
115,27.000,37.856,21.959,31.318,35.957,41.843,50.406,56.404,70.331,90.415,0.026
120,22.600,37.496,23.466,32.346,35.157,39.385,48.323,56.500,65.590,74.970,0.027
125,31.200,36.560,21.674,30.309,33.841,39.689,49.903,58.766,77.760,82.872,0.027
130,25.400,30.026,20.197,26.086,29.432,32.168,36.312,43.766,51.151,52.501,0.033
135,30.600,29.419,18.116,24.817,28.006,32.693,37.482,39.943,74.465,74.602,0.034
140,31.600,29.144,20.257,25.542,28.262,31.609,35.898,38.913,42.691,69.362,0.034
145,31.600,29.385,18.648,25.504,28.200,32.283,37.978,40.472,44.360,62.880,0.034
150,37.800,29.158,20.345,24.972,27.602,31.202,35.439,37.829,84.553,89.531,0.034
155,35.200,28.816,18.915,24.959,28.107,31.147,36.066,38.294,45.632,62.680,0.035
160,31.600,31.414,18.062,25.740,28.878,34.887,40.647,45.903,78.328,86.922,0.032
165,24.600,41.733,27.191,34.519,39.526,44.504,53.275,67.129,88.108,92.254,0.024
170,27.600,38.542,23.369,33.067,37.898,43.052,47.039,52.843,60.771,62.332,0.026
175,28.200,41.282,24.492,34.307,39.428,44.133,50.918,55.612,97.885,139.794,0.024
