Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,29.800,5.643,0.837,3.484,4.693,6.210,8.595,12.028,28.764,37.667,0.177
5,35.400,5.720,0.758,3.609,4.872,7.120,9.763,11.831,19.186,20.602,0.175
10,37.600,4.864,0.920,3.271,4.465,5.692,7.584,9.281,14.724,15.671,0.206
15,31.800,5.460,0.816,3.619,5.102,6.425,8.178,9.649,15.007,37.802,0.183
20,35.000,5.941,0.577,3.128,4.605,6.805,9.789,13.908,35.601,38.685,0.168
25,33.000,6.729,1.028,4.042,5.746,7.611,10.759,13.541,31.410,49.818,0.149
30,30.200,7.181,0.703,4.500,6.660,9.013,11.481,14.084,26.759,33.638,0.139
35,29.000,7.048,1.492,4.069,5.591,8.034,12.158,15.753,23.903,37.496,0.142
40,29.200,6.992,1.190,4.501,6.517,8.506,11.237,13.482,22.550,24.112,0.143
45,34.800,5.916,0.743,3.788,5.303,7.090,8.886,11.506,21.020,46.902,0.169
50,33.600,6.600,1.526,4.166,5.731,7.403,11.188,12.988,27.544,45.105,0.152
55,35.000,5.722,0.775,3.662,5.057,6.914,9.042,11.682,21.262,22.984,0.175
60,35.400,6.080,0.848,3.496,4.803,6.750,9.734,12.297,50.966,51.813,0.164
65,34.000,6.082,0.910,4.082,5.642,6.955,10.294,12.433,22.406,26.623,0.164
70,29.400,7.175,0.741,4.184,5.776,8.128,13.511,17.914,31.304,31.741,0.139
75,30.600,6.641,0.655,4.356,5.736,8.222,10.479,12.210,20.329,26.050,0.151
80,23.000,7.635,1.496,4.692,7.201,9.469,11.978,14.855,17.850,46.803,0.131
85,24.600,6.955,0.915,4.200,5.848,8.717,11.600,14.800,24.853,25.247,0.144
90,26.200,5.819,0.749,3.438,5.034,7.014,9.063,12.183,13.529,46.432,0.172
95,27.000,7.090,0.644,4.416,5.545,8.273,10.889,18.016,26.657,48.782,0.141
100,27.800,6.817,1.431,4.327,5.643,7.981,11.865,16.207,24.013,27.818,0.147
105,23.400,7.334,1.316,4.237,6.357,8.540,11.998,16.814,26.058,33.359,0.136
110,23.200,6.332,0.644,3.848,5.374,7.828,10.849,14.156,21.586,30.433,0.158
115,20.000,7.951,2.109,4.485,6.727,10.110,12.523,19.593,30.228,30.228,0.126
120,21.600,7.297,1.278,4.720,5.942,8.261,12.866,17.202,23.869,26.896,0.137
125,23.600,6.667,0.980,4.499,5.927,8.205,10.673,13.993,19.035,22.360,0.150
130,32.000,6.350,0.751,4.095,5.370,6.888,9.678,13.571,21.885,49.872,0.157
135,30.000,7.491,1.232,4.591,7.032,9.027,12.114,14.119,27.090,30.795,0.133
140,24.800,6.955,0.906,4.193,5.603,7.690,9.834,12.347,40.951,53.232,0.144
145,21.600,6.095,1.381,4.177,5.548,7.050,10.555,11.187,17.487,18.958,0.164
150,31.600,5.763,1.034,3.621,4.883,6.323,9.586,14.605,21.259,30.780,0.174
155,34.800,5.573,0.986,3.523,4.677,6.257,9.363,11.426,19.863,23.967,0.179
160,28.800,7.823,1.659,4.665,6.579,8.910,12.497,19.731,37.235,39.272,0.128
165,32.800,6.709,0.633,4.430,6.129,8.130,10.387,11.728,23.479,24.383,0.149
170,26.000,6.502,1.327,4.572,5.802,7.382,10.200,12.041,15.107,38.920,0.154
175,29.800,6.177,0.931,3.672,5.487,7.588,10.136,11.969,25.590,26.107,0.162
