Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,33.600,29.539,1.470,6.243,27.363,43.840,62.563,73.176,93.636,94.396,0.034
5,34.000,31.579,1.205,5.846,30.118,44.383,64.871,81.477,110.956,112.642,0.032
10,32.400,31.529,1.636,14.368,32.845,44.343,55.790,67.095,78.037,97.643,0.032
15,36.400,34.802,1.742,13.458,35.862,49.507,67.548,76.623,96.185,97.762,0.029
20,35.200,31.977,1.675,17.431,32.684,43.939,62.245,68.546,85.782,87.635,0.031
25,33.800,35.515,1.538,11.728,37.308,51.844,67.732,79.448,104.326,119.175,0.028
30,29.800,43.472,1.481,21.767,44.582,63.621,80.493,96.351,115.952,120.166,0.023
35,38.600,36.965,1.369,12.304,35.976,53.527,66.723,79.831,121.938,150.024,0.027
40,31.000,41.502,1.495,12.652,37.695,62.666,84.318,99.468,121.463,131.288,0.024
45,38.400,34.924,1.461,13.811,37.018,53.304,64.293,69.987,99.162,107.389,0.029
50,34.200,40.494,1.549,12.566,42.190,59.359,74.449,86.888,109.508,117.986,0.025
55,36.600,32.522,1.464,11.260,34.066,47.863,57.859,69.020,79.669,80.927,0.031
60,36.000,34.221,1.947,15.821,35.291,48.862,64.165,70.994,92.617,96.993,0.029
65,36.600,38.224,1.437,15.479,40.830,54.000,69.707,77.557,93.918,94.178,0.026
70,32.600,41.829,1.300,8.798,42.495,59.469,80.661,96.404,140.058,169.872,0.024
75,31.200,43.121,1.500,23.759,44.310,62.947,72.180,84.960,95.088,124.249,0.023
80,22.400,61.777,1.936,40.448,65.054,83.323,105.372,118.887,130.683,135.065,0.016
85,24.200,52.489,1.474,31.548,57.003,73.570,87.791,94.685,103.766,119.383,0.019
90,25.400,50.335,1.849,32.843,53.459,69.046,84.515,93.549,106.583,110.446,0.020
95,24.400,56.882,1.627,38.912,60.874,79.145,92.932,109.336,122.758,125.920,0.018
100,23.800,61.350,1.803,34.120,65.584,91.048,107.052,111.815,147.631,177.586,0.016
105,22.000,68.199,2.122,54.854,72.119,93.219,107.833,115.721,140.166,151.924,0.015
110,23.000,65.801,1.775,51.518,73.737,89.799,99.643,105.018,113.044,118.027,0.015
115,20.200,86.098,2.216,67.345,87.845,105.523,141.507,156.817,183.378,215.908,0.012
120,25.800,61.171,1.824,32.667,61.745,87.338,110.294,125.435,141.954,154.052,0.016
125,29.200,63.927,1.895,41.616,71.462,89.751,109.640,117.649,140.403,143.699,0.016
130,27.600,53.906,1.811,40.480,59.139,72.018,88.463,92.692,103.735,123.331,0.019
135,30.000,59.843,2.109,35.519,61.607,83.224,103.614,121.053,140.024,164.533,0.017
140,28.200,57.502,1.684,32.660,62.612,85.134,95.323,103.805,116.004,130.183,0.017
145,26.200,67.115,2.061,44.194,68.951,94.511,115.443,121.835,136.439,146.623,0.015
150,31.000,48.696,1.924,28.604,52.134,71.436,82.531,90.487,114.553,129.464,0.021
155,27.600,47.142,1.705,25.018,50.239,65.507,84.044,96.095,118.206,141.089,0.021
160,30.000,64.266,1.819,42.918,70.808,89.821,107.377,112.806,123.872,145.928,0.016
165,25.600,58.967,1.453,40.129,64.299,80.697,100.756,110.866,139.375,160.863,0.017
170,30.400,56.377,2.006,32.148,60.640,84.865,96.721,104.933,114.030,136.450,0.018
175,32.400,50.240,1.890,32.794,51.097,69.177,87.001,101.165,130.017,137.979,0.020
