Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,359.800,5.553,2.242,3.760,4.636,5.972,8.487,10.925,24.566,51.421,0.180
5,348.200,5.967,2.107,3.831,4.745,6.334,9.075,12.931,26.657,63.850,0.168
10,374.600,5.256,2.168,3.708,4.470,5.690,7.832,10.209,18.147,39.895,0.190
15,349.800,5.522,1.967,3.750,4.630,6.040,8.263,10.989,20.663,47.654,0.181
20,377.400,5.011,1.908,3.251,4.085,5.392,7.549,9.981,23.656,52.083,0.200
25,366.800,5.278,1.854,3.320,4.287,5.806,8.132,10.997,20.081,42.358,0.189
30,352.200,5.950,1.898,3.436,4.578,6.371,9.408,12.558,34.295,70.408,0.168
35,354.600,5.358,1.862,3.362,4.306,5.815,8.240,11.733,24.007,49.732,0.187
40,322.600,5.810,1.951,3.463,4.559,6.476,9.495,13.039,25.744,60.316,0.172
45,368.600,5.054,1.828,3.144,4.005,5.469,7.697,10.530,21.221,61.723,0.198
50,324.600,5.763,1.935,3.374,4.418,6.135,8.906,14.309,29.076,54.415,0.174
55,389.600,5.003,1.790,3.144,4.013,5.274,7.676,10.544,25.297,48.442,0.200
60,374.800,4.836,1.840,3.047,3.935,5.170,7.426,9.786,22.008,61.928,0.207
65,348.800,5.256,1.928,3.350,4.242,5.625,8.168,11.087,22.832,49.308,0.190
70,326.200,5.726,2.032,3.352,4.330,6.165,9.390,13.362,27.545,78.512,0.175
75,329.800,6.037,1.923,3.497,4.560,6.287,9.625,14.319,30.236,67.953,0.166
80,263.600,6.613,1.794,3.635,4.883,7.179,11.587,17.004,30.901,72.296,0.151
85,271.000,5.848,1.837,3.540,4.595,6.460,9.332,13.370,26.621,55.307,0.171
90,292.200,5.644,2.025,3.357,4.380,6.149,9.435,12.795,25.690,48.964,0.177
95,266.800,5.984,1.935,3.613,4.898,6.648,10.079,12.752,23.231,53.697,0.167
100,275.000,6.215,2.061,3.718,4.981,6.900,10.242,14.293,26.510,67.295,0.161
105,247.600,6.552,1.979,3.847,5.097,7.169,10.760,15.141,31.783,65.683,0.153
110,254.600,6.300,2.053,3.893,4.877,6.955,10.065,14.650,28.822,53.550,0.159
115,252.200,6.572,1.981,3.799,5.097,7.302,10.790,14.774,34.744,61.566,0.152
120,276.000,6.010,1.845,3.547,4.734,6.700,9.659,12.836,26.347,62.996,0.166
125,265.000,6.360,1.977,3.769,4.885,6.513,9.998,14.165,38.074,61.177,0.157
130,294.200,5.332,2.004,3.390,4.366,5.830,8.737,11.346,20.642,47.328,0.188
135,289.600,5.776,1.853,3.530,4.604,6.263,9.130,12.750,25.176,67.409,0.173
140,287.000,6.137,1.935,3.833,4.871,6.672,9.597,13.052,30.504,61.092,0.163
145,265.400,6.410,2.337,4.083,5.151,7.112,9.906,12.399,27.985,63.966,0.156
150,358.800,5.364,1.914,3.486,4.365,5.732,8.055,10.577,27.709,56.586,0.186
155,382.600,5.401,2.074,3.520,4.384,5.813,8.004,10.627,21.868,70.087,0.185
160,285.200,6.160,1.994,3.892,4.966,6.728,9.460,12.238,28.441,67.689,0.162
165,313.600,5.889,2.224,3.828,4.731,6.237,8.926,12.279,26.115,65.485,0.170
170,310.600,5.917,2.178,3.737,4.772,6.184,9.066,12.152,25.335,64.195,0.169
175,346.400,5.443,2.071,3.484,4.345,5.807,8.165,11.293,24.647,55.200,0.184
