Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,0.800,26.654,22.161,22.395,23.799,38.260,38.260,38.260,38.260,38.260,0.038
5,4.200,20.156,18.075,18.934,19.898,20.612,23.040,23.152,23.156,23.156,0.050
10,2.800,38.978,18.118,18.484,19.042,21.998,152.568,160.120,160.120,160.120,0.026
15,7.200,18.508,15.937,17.754,18.348,19.175,20.119,21.066,21.802,21.802,0.054
20,6.400,18.480,16.775,17.731,18.149,18.720,19.587,21.192,24.369,24.369,0.054
25,7.600,19.382,17.375,18.453,19.317,20.250,20.846,21.545,22.790,22.790,0.052
30,6.600,19.055,16.440,17.881,18.890,19.937,20.829,21.984,23.894,23.894,0.052
35,6.400,18.829,16.877,17.690,18.581,20.007,20.391,22.179,22.184,22.184,0.053
40,5.600,19.746,16.992,18.477,19.125,20.990,22.241,22.430,26.111,26.111,0.051
45,8.200,18.117,15.580,16.790,17.373,18.709,20.963,21.186,24.214,24.214,0.055
50,6.800,17.330,15.464,16.395,17.121,17.890,19.305,20.259,20.575,20.575,0.058
55,6.000,17.471,15.693,16.625,17.006,17.576,20.811,20.847,21.617,21.617,0.057
