Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,8.800,10.621,6.251,9.059,10.173,11.864,15.659,16.396,17.799,17.799,0.094
5,72.800,8.391,5.028,6.914,8.245,9.607,11.045,11.846,13.665,14.480,0.119
10,31.600,18.272,5.077,6.817,8.001,9.523,12.142,117.875,260.024,313.928,0.055
15,74.400,8.019,4.572,6.556,7.925,9.212,10.400,11.347,14.558,21.898,0.125
20,80.200,7.941,3.455,6.595,7.965,9.130,9.965,10.632,12.662,13.925,0.126
25,72.400,8.502,4.868,7.020,8.485,9.771,10.975,11.941,13.671,14.132,0.118
30,74.000,8.381,3.704,6.911,8.349,9.666,10.579,11.437,13.402,14.379,0.119
35,78.600,8.112,3.295,6.662,7.976,9.290,10.126,10.908,13.746,17.862,0.123
40,77.200,8.316,4.000,6.867,8.210,9.753,10.564,11.593,13.484,15.302,0.120
45,76.600,7.948,4.755,6.511,7.946,9.100,10.139,11.001,13.077,14.848,0.126
50,82.800,7.617,4.688,6.022,7.629,8.801,9.589,10.402,12.716,17.885,0.131
55,85.400,7.618,3.259,6.182,7.425,8.881,9.771,10.613,11.958,16.026,0.131
