Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,4.800,1.551,0.881,1.204,1.424,1.809,2.417,2.459,2.568,2.568,0.645
5,6.400,0.976,0.795,0.889,0.959,1.058,1.128,1.185,1.312,1.312,1.024
10,4.000,0.962,0.809,0.884,0.934,0.980,1.164,1.462,1.462,1.462,1.039
15,3.000,1.002,0.752,0.874,0.908,1.050,1.088,1.993,1.993,1.993,0.998
20,6.600,1.067,0.792,0.891,0.969,1.115,1.275,1.463,3.195,3.195,0.937
25,3.600,0.952,0.795,0.889,0.926,1.011,1.154,1.233,1.233,1.233,1.050
30,6.000,1.156,0.820,0.873,0.979,1.083,1.444,1.773,5.458,5.458,0.865
35,6.600,0.910,0.753,0.857,0.882,0.950,1.057,1.087,1.115,1.115,1.098
40,8.000,0.968,0.803,0.834,0.957,1.064,1.126,1.301,1.557,1.557,1.033
45,6.800,0.888,0.712,0.776,0.829,0.948,1.157,1.277,1.423,1.423,1.126
50,9.000,1.045,0.756,0.827,0.859,1.007,1.244,1.723,4.323,4.323,0.957
55,7.400,0.931,0.766,0.852,0.927,1.006,1.102,1.146,1.157,1.157,1.074
