Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,90.000,38.953,1.734,2.366,5.609,92.927,110.017,137.903,153.908,169.409,0.026
5,340.200,8.555,1.669,2.482,4.804,6.391,10.798,18.568,108.052,159.104,0.117
10,641.600,4.541,1.640,2.343,4.015,5.120,6.279,7.433,14.502,165.672,0.220
15,437.800,8.527,1.731,3.505,4.195,5.183,6.892,11.644,180.229,281.532,0.117
20,27.800,158.570,4.330,116.533,160.443,224.021,264.075,276.547,287.391,288.658,0.006
25,489.800,6.531,2.516,3.733,4.706,6.122,8.331,11.053,50.279,197.371,0.153
30,427.600,7.536,2.887,5.365,5.963,7.082,8.992,12.161,33.088,418.558,0.133
35,257.800,13.282,2.671,4.838,5.933,8.726,17.222,79.313,138.126,185.295,0.075
40,39.400,106.453,47.170,89.263,100.402,123.265,151.796,190.769,199.937,204.972,0.009
45,532.000,6.080,2.714,4.253,4.839,5.494,6.645,8.451,59.392,113.980,0.164
50,592.200,5.006,2.659,3.793,4.356,5.158,6.298,8.023,14.169,99.444,0.200
55,40.000,122.906,2.580,15.924,141.980,193.239,260.222,284.488,314.517,314.836,0.008
60,287.000,13.112,2.368,3.583,4.236,5.609,8.983,40.257,204.563,353.716,0.076
65,501.200,6.777,2.513,4.682,5.710,6.707,9.285,12.019,36.526,105.520,0.148
70,501.600,6.659,2.738,4.725,5.187,5.903,7.409,9.096,86.422,111.990,0.150
75,313.800,9.786,3.100,4.290,4.911,6.130,8.502,13.447,169.003,257.950,0.102
80,65.000,72.068,3.387,4.429,89.668,111.046,153.030,168.357,197.524,253.434,0.014
85,69.800,60.673,2.896,4.779,64.126,101.113,133.969,152.700,168.000,169.499,0.016
90,396.200,6.905,2.434,4.233,5.153,7.072,11.239,16.062,35.162,67.010,0.145
95,130.600,25.628,2.496,3.931,5.261,8.655,103.965,181.519,279.257,358.802,0.039
100,115.600,38.601,2.668,4.027,5.538,8.609,188.221,220.348,246.793,273.332,0.026
105,548.000,5.858,2.423,3.927,5.182,6.437,8.494,11.163,16.587,104.231,0.171
110,395.200,7.220,2.408,5.013,5.602,6.897,9.703,13.256,48.098,233.643,0.139
115,574.200,5.395,2.722,4.361,4.955,5.670,6.932,8.360,13.878,46.762,0.185
120,103.800,45.793,3.068,4.304,5.933,97.646,113.221,136.721,154.534,165.842,0.022
125,280.600,12.126,2.472,4.043,4.842,6.553,13.743,62.392,145.970,158.734,0.082
130,430.600,6.703,2.406,3.795,4.399,5.761,9.236,13.715,58.495,128.645,0.149
135,139.200,34.084,2.535,3.745,4.541,8.604,143.178,208.428,299.869,307.156,0.029
140,184.800,20.698,2.855,4.259,5.289,7.593,59.372,156.907,220.827,331.071,0.048
145,327.000,8.684,2.658,5.629,6.633,8.922,13.768,20.451,33.438,107.559,0.115
150,452.600,6.520,2.934,5.012,5.464,6.452,8.694,12.095,23.396,78.282,0.153
155,482.400,6.989,2.828,4.541,5.027,5.754,7.218,9.444,94.805,144.986,0.143
160,42.200,112.150,47.780,93.807,103.889,133.012,152.935,161.514,200.875,201.676,0.009
165,126.000,22.749,2.292,4.360,6.527,20.305,89.762,100.298,129.425,235.631,0.044
170,198.000,16.092,2.469,4.049,4.970,7.729,24.019,96.974,256.255,301.830,0.062
175,23.200,190.103,2.814,18.395,156.527,201.023,266.257,340.689,1587.136,1587.146,0.005
