Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,0.200,4572.004,4572.004,4572.004,4572.004,4572.004,4572.004,4572.004,4572.004,4572.004,0.000
5,5.400,1.804,1.445,1.670,1.791,1.957,2.022,2.041,2.204,2.204,0.554
10,3.400,1.725,1.402,1.651,1.715,1.784,1.990,2.367,2.367,2.367,0.580
15,6.600,1.657,1.294,1.606,1.662,1.753,1.851,1.899,1.981,1.981,0.603
20,7.600,1.648,1.271,1.558,1.678,1.765,1.844,1.898,1.947,1.947,0.607
25,7.000,1.756,1.420,1.544,1.661,1.837,1.953,2.007,4.475,4.475,0.570
30,7.000,1.680,1.306,1.594,1.698,1.792,1.845,1.884,1.978,1.978,0.595
35,5.600,1.755,1.447,1.594,1.685,1.801,1.873,1.921,3.963,3.963,0.570
40,8.000,1.643,1.386,1.528,1.623,1.748,1.864,1.944,2.098,2.098,0.609
45,7.200,1.604,1.398,1.506,1.594,1.705,1.756,1.823,1.828,1.828,0.623
50,9.600,1.549,1.195,1.465,1.562,1.654,1.725,1.774,1.785,1.785,0.645
55,8.000,1.617,1.297,1.436,1.596,1.685,1.787,1.948,3.598,3.598,0.618
