Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,135,135.000,1553,3506,6482,7395,10019,13473,15773,21572,26004
1,169,169.000,1038,3115,3935,5957,7394,11017,15374,21933,28362
2,158,158.000,1004,2987,6089,6277,8802,10737,12205,19861,21103
3,161,161.000,1070,2991,5606,6295,8577,10683,13197,22362,29403
4,172,172.000,951,2915,4821,5717,7676,9675,11252,18663,20433
5,181,181.000,937,2927,3708,5530,8252,9998,11034,18944,21995
6,174,174.000,1046,3040,5582,5739,7960,9683,10541,19342,20574
7,172,172.000,881,2984,4672,5806,8293,10077,12027,19881,21039
8,144,144.000,910,3354,5673,6954,9142,13427,17340,28976,30332
9,167,167.000,882,2883,5190,5974,8839,10422,13215,18567,18866
10,174,174.000,900,2842,5011,5733,8183,10063,10893,17548,18715
11,76,76.000,877,2924,4698,13786,8182,11083,112636,213851,213851
12,10,10.000,91736,94466,97185,99578,102878,114200,114200,114200,114200
13,10,10.000,87068,95669,100792,99872,105627,110377,110377,110377,110377
14,165,165.000,859,2893,3905,5794,7905,10099,11849,19905,20566
15,165,165.000,831,2988,5063,6080,8505,10441,13397,18501,20558
16,188,188.000,846,2823,3927,5293,7913,9773,10477,18646,19336
17,156,156.000,928,2994,5676,6408,8795,10525,17696,19589,19726
18,181,181.000,848,2853,3908,5532,7640,9854,10884,17925,19977
19,14,14.000,1283,2762,7452,98606,9818,23419,1291778,1291778,1291778
20,109,109.000,834,2754,3624,5733,7943,9978,11810,22704,39131
21,156,156.000,924,2904,5499,6374,8605,11567,16336,28695,33651
22,140,140.000,876,3007,6793,7125,9595,16766,18633,22428,22673
23,181,181.000,870,2827,3594,5525,7906,9740,11302,17774,20039
24,174,174.000,801,2780,3591,5750,8217,10357,16216,19508,19563
25,150,150.000,947,3039,6012,6644,8741,11183,18073,22327,22642
26,169,169.000,883,2870,5177,5929,8636,10139,11080,20157,20841
27,158,158.000,899,2921,6155,6309,9308,10633,12987,19721,20945
28,168,168.000,845,2868,4320,5995,8553,10515,14033,19827,22928
29,162,162.000,933,2825,5613,6118,8510,10390,14967,21340,25163
30,163,163.000,895,2858,3795,6138,9156,10638,16496,20383,20600
31,169,169.000,883,2950,5024,5894,8222,10431,12353,19749,19786
32,180,180.000,914,2853,3676,5581,8018,9839,11416,19074,22804
33,172,172.000,802,2895,3871,5782,8404,10382,11973,18743,24241
34,168,168.000,945,2864,3744,5969,8956,11095,13000,19598,20061
35,165,165.000,817,2884,5359,6039,8531,10038,11063,22478,24725
36,166,166.000,868,2907,3979,6062,8444,10587,12197,20142,22123
37,165,165.000,822,2899,5491,6006,8206,10497,11720,20193,21259
38,158,158.000,893,2840,5361,6337,8570,11520,17587,22741,22784
39,160,160.000,962,2996,5349,6235,8435,9801,17485,21591,22354
40,176,176.000,814,2918,4512,5692,8171,10320,11327,18342,18962
41,159,159.000,790,2990,6290,6264,8303,10832,17031,18315,18594
42,173,173.000,919,2814,4718,5792,8384,9793,10518,18768,21336
43,167,167.000,822,2877,5081,6030,8447,10562,14782,18620,21625
44,161,161.000,899,2790,3956,6245,7921,9631,17605,40790,69664
45,171,171.000,886,2808,3750,5759,8034,10032,12964,19143,24442
46,173,173.000,852,2800,4713,5793,8517,9975,16127,19778,23291
47,179,179.000,897,2869,4704,5557,7541,9718,10908,19419,20010
48,158,158.000,825,2901,5975,6350,8670,10424,15226,24089,25675
49,178,178.000,814,2662,4296,5616,7377,9580,13550,30841,34006
50,160,160.000,845,2794,3966,6236,8852,11655,16745,21019,21057
51,177,177.000,770,2846,3950,5671,8671,10305,11162,17819,19251
52,173,173.000,838,2780,4900,5761,8360,10588,11794,18199,18952
53,166,166.000,783,2906,3733,6022,8507,10845,17993,19816,20055
54,160,160.000,813,2865,6006,6234,8612,10213,16606,17937,19899
55,171,171.000,856,2798,3857,5868,8163,10083,15044,21624,22639
56,180,180.000,851,2802,3774,5538,7528,10356,12630,20853,23620
57,175,175.000,799,2794,5587,5700,7855,9612,10878,19039,24011
58,160,160.000,859,2858,5520,6259,8936,10024,16182,18602,19222
59,171,171.000,813,2782,5341,5797,8163,10389,13322,19119,22239
