Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
85,96,96.000,714,89535,99047,100756,113408,152496,152755,159272,159272
86,105,105.000,1012,84707,94312,95730,108378,146068,169232,169499,169614
87,107,107.000,857,63391,103889,93077,120515,143698,152764,152893,153320
88,105,105.000,837,81700,92099,93330,118739,154475,160225,160372,160384
89,457,457.000,572,4525,7549,21255,10387,94723,117034,159417,160601
90,1336,1336.000,591,4565,6752,7486,9765,12682,15698,19574,42722
91,783,783.000,654,4882,8255,12917,14194,28503,37822,77817,126838
92,790,790.000,635,5333,8510,12615,14609,27053,39722,64268,93489
93,1026,1026.000,622,4585,7834,9672,11776,18465,23026,40527,69751
94,704,704.000,658,5934,10086,14405,17989,29358,41229,73137,99897
95,852,852.000,620,4639,8338,11561,13305,20832,29042,50438,271803
96,575,575.000,611,4346,7463,17997,10573,21270,107234,193764,266838
97,76,76.000,716,15026,118660,129659,224680,301027,358249,359198,359198
98,73,73.000,1829,130812,171909,145180,204362,219493,220192,227779,227779
99,66,66.000,771,34008,146528,141164,250544,279147,279257,287479,287479
100,66,66.000,904,143863,207779,176605,224022,238021,238100,261858,261858
101,57,57.000,804,18065,188221,144152,220203,239798,239911,242647,242647
102,121,121.000,695,7783,47105,92043,149413,273187,273332,313523,313637
103,65,65.000,803,138608,151216,145366,180880,245866,245888,246793,246793
104,1075,1075.000,561,4258,6788,8746,9338,12617,15672,27516,204843
105,1317,1317.000,576,4009,6585,7590,9229,11584,14278,22340,114412
106,1455,1455.000,564,3809,6265,6859,8971,11335,13819,19673,51974
107,1268,1268.000,585,4279,7282,7922,10409,14177,16957,21621,27857
108,1083,1083.000,609,6141,8687,9210,10927,14363,17438,35771,48752
109,1180,1180.000,593,5666,8073,8488,10490,13192,15917,25539,57633
110,937,937.000,589,5722,8268,10644,11431,15993,21255,88611,133686
111,788,788.000,593,5901,9657,12802,15347,24238,36371,59551,100312
112,736,736.000,565,5679,9338,13854,14930,26589,40707,79184,281695
113,973,973.000,571,5098,7622,9986,10988,16829,22216,49504,233643
114,1315,1315.000,588,5096,7162,7576,9853,12133,14893,19547,22254
115,1351,1351.000,590,4958,7058,7529,9569,11534,14842,19338,31692
116,1303,1303.000,567,4833,7209,7600,9699,11948,14671,18884,39222
117,1272,1272.000,608,4899,7133,7795,9950,11985,14772,23107,53545
118,1354,1354.000,591,4462,6743,7402,9447,11696,14680,26824,36378
119,1417,1417.000,531,4402,6456,6980,9263,11241,13951,17352,21652
120,779,779.000,540,4210,6789,13589,9736,14789,91025,146669,149511
121,113,113.000,611,85077,97809,89874,110520,121641,127242,154534,154615
122,111,111.000,708,87337,97455,89385,101507,134683,165762,165842,165954
123,101,101.000,693,87365,97705,97389,112172,144725,154358,154534,154537
124,100,100.000,975,91593,103916,104911,130270,141161,144187,204613,204613
125,90,90.000,847,98304,106161,110360,137579,145762,146585,155118,155118
126,81,81.000,968,62828,117795,112184,147551,158537,186955,200147,200147
127,976,976.000,605,4501,7304,10545,11288,17864,29198,62505,298137
128,1286,1286.000,587,4162,6748,7564,9374,12227,15588,26424,207443
129,865,865.000,539,4566,7773,11546,13503,22167,30563,58796,202338
130,1085,1085.000,552,4139,6685,9205,9616,15722,23031,53967,244270
131,989,989.000,585,4301,7096,10078,10682,18783,27078,58424,245443
132,483,483.000,656,5046,9671,21066,18650,66325,102668,127882,135238
133,1010,1010.000,643,4422,7750,9741,11999,17383,22562,44563,137989
134,1407,1407.000,604,3907,6251,7096,9044,12136,14988,21767,94701
135,1358,1358.000,584,3939,6566,8278,9036,11978,15387,30075,193957
136,73,73.000,931,21164,110783,119998,229826,307103,307154,307186,307186
137,94,94.000,809,46960,139492,110081,154949,208428,209773,209974,209974
138,65,65.000,909,109344,140917,154121,243207,255110,255121,255245,255245
139,69,69.000,633,50025,146661,147019,215666,299868,299887,299982,299982
140,109,109.000,894,14533,84494,113331,197017,207620,330944,333745,346355
141,51,51.000,1191,130230,177579,170171,196209,220868,220921,255905,255905
142,55,55.000,961,151860,185543,159627,201333,212484,212536,251817,251817
143,1033,1033.000,601,4548,7257,9364,9822,13586,16353,91203,119932
144,929,929.000,625,4670,8147,10840,13131,20596,27306,57057,153287
145,716,716.000,645,5364,9042,14529,16564,28011,43458,74677,370208
146,617,617.000,630,7177,11897,16951,19322,29899,40014,65393,507610
147,587,587.000,664,7963,11861,15811,19278,28809,36891,74254,118752
148,994,994.000,615,6039,8787,9829,11801,15508,19533,32839,101973
149,909,909.000,637,5973,8776,11011,12523,20983,25487,53109,104220
150,652,652.000,657,7150,10996,15553,17702,29737,41709,88946,210370
151,1154,1154.000,585,5381,7809,8526,10498,13850,16475,29103,92216
152,1264,1264.000,550,5247,7597,7929,10316,12801,15179,18714,23475
153,1236,1236.000,590,5168,7466,8074,10101,12898,15833,25597,224575
154,1167,1167.000,584,5080,7571,8602,10218,14831,18706,41847,72018
155,1303,1303.000,568,4877,7114,7634,9826,12189,15206,19518,31203
156,1286,1286.000,598,4666,6904,7790,9912,13746,16318,23964,49260
157,1312,1312.000,564,5054,7326,7612,10032,12063,14655,17405,23069
158,1398,1398.000,546,4587,6544,7138,9446,11604,14153,18033,28515
159,311,311.000,626,5018,8698,34567,92713,105097,112974,144986,152584
160,107,107.000,706,91259,96889,92155,106159,115143,116770,120898,121206
161,95,95.000,1985,91955,103952,103890,111659,145643,170243,201676,201676
162,87,87.000,702,92326,103335,114982,142715,198427,200259,200875,200875
163,95,95.000,890,92327,106316,107972,135468,160756,168340,193212,193212
164,85,85.000,2413,92031,104417,113873,140448,191617,192551,209555,209555
165,100,100.000,1085,92359,104309,103393,112181,143604,199224,207716,207716
166,352,352.000,680,4752,9036,28787,28906,94000,115370,163742,331917
167,322,322.000,767,5772,11116,32062,26516,59137,141575,405983,798378
168,340,340.000,819,5306,12518,28393,25700,60591,98135,309584,751497
169,350,350.000,668,6032,12363,26652,28157,74583,112788,172689,355854
170,369,369.000,615,6660,13499,28133,27306,65790,105660,320700,360992
171,354,354.000,630,5369,11411,28395,27414,98431,106711,121126,174234
172,1037,1037.000,620,4344,7238,9077,9877,14016,17130,95346,102438
173,574,574.000,594,4549,7268,17499,9994,18804,101066,303513,310190
174,51,51.000,915,176672,241894,207388,290546,290791,299233,333373,333373
175,35,35.000,891,119646,232360,553562,1504107,1587123,1587146,1592404,1592404
176,3,3.000,95851,95851,96014,95964,96027,96027,96027,96027,96027
177,93,93.000,646,14746,124846,108819,189074,201023,228125,230186,230186
178,63,63.000,922,102646,149961,153822,210573,339454,340565,340761,340761
179,85,85.000,707,13565,20329,103704,181635,306883,309697,314603,314603
