Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,404,404.000,618,2273,5850,26132,11782,104772,112555,169316,172107
1,165,165.000,620,3016,85627,60616,102365,129269,151276,160138,195238
2,139,139.000,643,5717,89797,76608,129632,147074,153409,201626,208068
3,136,136.000,746,5406,85083,68459,108493,116415,143023,148319,148499
4,152,152.000,624,2182,91097,65932,107972,140851,146500,150924,150987
5,156,156.000,661,2168,94042,63682,107764,141569,153073,158558,158561
6,450,450.000,574,2395,5954,21077,11133,93128,97679,156585,159108
7,1461,1461.000,530,2542,5591,6837,9642,12550,15815,25394,35831
8,1065,1065.000,613,4134,7439,9676,11675,17701,23854,46855,170521
9,815,815.000,624,4929,8829,11958,14770,23990,31454,56208,234838
10,1479,1479.000,564,3160,5623,6724,9141,12566,16090,21187,53150
11,1531,1531.000,542,2893,5215,7166,8886,11606,15190,20562,177375
12,1143,1143.000,576,3296,5411,7899,9189,11909,15140,94881,124239
13,1561,1561.000,598,3094,5540,6407,8919,11105,14429,19813,35553
14,1604,1604.000,592,2963,5176,6220,8620,11323,14505,18721,27994
15,1598,1598.000,566,3137,5354,6247,8629,11617,14739,18330,24491
16,1511,1511.000,559,3837,5588,6627,8786,11436,14587,17767,36876
17,1184,1184.000,584,4036,6260,8447,9080,12211,14880,96213,118823
18,473,473.000,647,4433,7445,22996,10813,51160,184364,231597,294384
19,104,104.000,753,23474,83245,99802,165044,184878,216465,218849,267584
20,56,56.000,1004,137886,183723,174584,212308,264109,288523,296008,296008
21,52,52.000,1335,162908,221742,197561,248600,276671,285307,287393,287393
22,58,58.000,1059,75359,151325,154636,221741,273530,273791,273862,273862
23,114,114.000,743,10621,118026,105517,179179,254477,261280,261333,261544
24,58,58.000,922,62990,183348,155195,230269,248108,248161,248337,248337
25,227,227.000,558,6176,9816,38237,50279,146861,159998,197450,199328
26,1417,1417.000,581,4148,6808,7079,9231,11778,14575,18182,23514
27,1531,1531.000,557,3761,6015,6527,8646,11007,13223,17563,20773
28,1427,1427.000,576,3879,6450,7006,9153,12368,15079,18464,28475
29,1035,1035.000,619,6049,8814,9639,11800,16253,20324,30948,39837
30,1093,1093.000,619,6125,8414,9153,10593,13423,16825,28848,66224
31,1253,1253.000,547,5615,7875,7986,10029,12184,14819,19086,26111
32,1018,1018.000,529,5426,7809,11206,10465,12882,16515,131253,418558
33,831,831.000,609,5444,8111,10292,11180,15779,22353,86409,128728
34,785,785.000,575,5830,9039,12798,14852,23854,36928,60817,246004
35,834,834.000,612,5390,9196,12045,14705,22973,32932,57857,108474
36,924,924.000,613,5187,7909,10744,12173,18902,26437,57908,265307
37,769,769.000,588,5404,9061,13000,15470,26292,35999,79313,109714
38,385,385.000,629,6038,10384,27542,18500,102618,128940,154761,156948
39,92,92.000,640,88146,95377,103051,121252,155740,185282,185373,185373
40,108,108.000,1903,90757,93602,95540,112806,152223,164725,166962,194556
41,103,103.000,790,81358,109068,96678,135144,143180,151758,164441,164513
42,92,92.000,2127,85121,101391,107746,119224,199657,199878,205127,205127
43,115,115.000,770,55471,98024,88909,112192,144459,145250,149931,151021
44,96,96.000,859,91522,106233,105356,139565,155400,190792,204632,204632
45,674,674.000,647,4913,7323,13883,10005,16548,89470,112457,162257
46,1285,1285.000,544,4774,7043,7772,9488,11855,14692,23315,69376
47,1387,1387.000,592,4605,6712,7223,9486,11659,14180,18372,25450
48,1380,1380.000,627,4552,6619,7234,9417,11954,14724,17995,21677
49,1450,1450.000,548,4380,6290,6897,9021,11364,13726,17749,20722
50,1244,1244.000,572,4345,6684,8036,9555,11756,15372,57601,99592
51,1431,1431.000,613,4148,6406,7005,9187,11573,14642,18296,29100
52,1441,1441.000,582,4161,6379,6963,9185,11690,14932,18784,40427
53,1397,1397.000,582,4071,6494,7092,9013,11679,15575,24330,32640
54,1472,1472.000,604,4004,6200,6796,8998,11159,14444,18664,23787
55,219,219.000,621,5578,13023,51154,65305,175905,216196,285289,285356
56,88,88.000,772,37084,119067,113154,166551,277002,279421,279785,279785
57,67,67.000,999,82531,152070,138050,173035,188008,249304,272494,272494
58,63,63.000,1059,142579,205016,192619,250247,260315,284683,292455,292455
59,34,34.000,698,141980,172377,164083,230125,314290,314672,314836,314836
60,93,93.000,676,12196,50297,108863,173316,288009,353475,362423,362423
61,46,46.000,1045,141613,186411,205839,239497,340036,421142,432397,432397
62,213,213.000,613,7387,10841,44953,31141,178205,200132,219084,219108
63,1448,1448.000,569,3945,6561,6853,9009,11189,13244,18866,25255
64,1525,1525.000,595,3781,5782,6566,8783,11103,13909,16964,26534
65,1535,1535.000,529,3683,5849,6940,8627,10656,13080,17760,109616
66,728,728.000,575,6206,9232,12800,13340,18700,40708,101442,102452
67,1031,1031.000,594,6281,8916,9683,11419,15708,18735,36917,50979
68,1195,1195.000,632,5908,8484,8380,10622,12866,14788,18631,27030
69,1270,1270.000,546,5402,7580,7861,10001,12432,14618,18361,22280
70,1308,1308.000,597,5192,7321,7646,9913,12027,15109,18201,23500
71,533,533.000,587,5285,7829,19400,11265,92705,96463,111990,113863
72,1224,1224.000,610,4963,7016,7918,9775,12094,15726,22876,62690
73,1309,1309.000,587,4999,7334,7600,9857,11807,14367,18138,22939
74,1375,1375.000,615,4680,6743,7282,9570,11846,14460,19608,26623
75,1304,1304.000,581,4758,7052,7665,9662,12120,14886,21955,52031
76,1276,1276.000,565,4762,7367,7850,9935,13107,15485,24199,40698
77,565,565.000,569,4335,7482,18702,14092,19546,123828,173430,215171
78,256,256.000,574,4047,13364,39766,24711,151236,193551,226490,248405
79,266,266.000,536,4229,13759,37660,24925,144200,172051,245285,257950
80,190,190.000,852,5564,16623,49375,91897,154653,164755,190088,197524
81,210,210.000,621,4135,15260,48564,93162,151604,167598,253434,255839
82,96,96.000,1909,92879,103403,106555,114201,176206,176430,197448,197448
83,100,100.000,797,89489,99329,97797,132934,138328,141168,156482,156482
84,109,109.000,989,91097,96974,95631,109329,126729,168373,168423,168499
