Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,10.200,2.599,1.048,1.742,2.046,2.177,4.067,9.129,11.694,11.694,0.385
5,33.600,2.401,1.038,1.683,1.899,2.287,3.863,4.864,11.024,19.433,0.417
10,56.400,1.901,1.097,1.632,1.834,2.021,2.265,2.499,5.001,6.237,0.526
15,35.600,2.000,1.122,1.710,1.905,2.128,2.505,2.823,4.822,4.911,0.500
20,2.600,2.792,1.679,1.990,2.141,2.390,4.302,8.830,8.830,8.830,0.358
25,41.000,2.007,1.184,1.716,1.922,2.138,2.419,2.630,5.244,5.581,0.498
30,39.600,2.282,1.109,1.701,1.930,2.234,3.302,4.023,12.345,18.733,0.438
35,24.200,2.800,1.330,1.839,2.278,2.937,4.754,6.019,9.719,10.589,0.357
40,5.800,3.350,1.254,1.858,2.202,2.922,5.341,12.389,17.599,17.599,0.299
45,48.800,1.964,1.099,1.670,1.873,2.191,2.428,2.574,4.101,5.477,0.509
50,55.400,1.949,1.286,1.687,1.900,2.137,2.351,2.511,3.424,4.654,0.513
55,4.400,2.557,1.078,1.906,2.232,2.516,4.020,5.006,8.022,8.022,0.391
60,31.800,1.887,1.164,1.630,1.839,2.143,2.414,2.549,2.780,2.826,0.530
65,42.800,1.937,1.005,1.701,1.952,2.180,2.373,2.504,2.694,2.890,0.516
70,44.600,1.949,1.039,1.644,1.893,2.116,2.439,2.756,4.360,5.215,0.513
75,32.800,1.863,0.923,1.583,1.785,2.022,2.266,2.591,3.682,4.917,0.537
80,5.200,2.132,1.252,1.737,2.306,2.558,2.844,2.852,3.016,3.016,0.469
85,7.200,2.122,1.269,1.786,2.131,2.478,2.650,3.346,3.372,3.372,0.471
90,39.400,3.220,1.268,1.854,2.193,2.968,4.971,8.300,20.518,21.216,0.311
95,15.200,3.002,1.196,1.856,2.101,2.536,5.415,12.347,18.969,18.969,0.333
100,14.800,2.016,1.075,1.616,1.931,2.232,2.498,3.273,4.259,4.259,0.496
105,49.800,2.022,1.212,1.699,1.928,2.198,2.476,2.900,4.409,5.140,0.495
110,38.800,2.505,1.136,1.788,2.089,2.513,3.680,5.531,11.341,16.187,0.399
115,51.000,1.952,0.912,1.662,1.866,2.145,2.398,2.733,4.011,4.200,0.512
120,11.000,2.225,1.192,1.684,2.015,2.266,2.388,2.949,14.883,14.883,0.449
125,30.000,2.900,1.303,1.764,2.103,2.594,4.602,7.222,16.133,26.436,0.345
130,37.800,2.727,1.019,1.682,2.026,2.522,4.531,6.851,14.798,23.193,0.367
135,16.000,1.949,1.046,1.653,1.970,2.233,2.423,2.575,2.865,2.865,0.513
140,16.400,2.682,0.923,1.687,1.933,2.241,2.941,3.594,32.748,32.748,0.373
145,28.600,3.138,1.151,1.850,2.307,3.318,5.244,6.897,15.145,22.548,0.319
150,40.800,2.221,1.034,1.733,1.928,2.180,2.815,3.649,7.345,19.123,0.450
155,43.200,2.121,1.059,1.766,1.947,2.243,2.591,3.495,5.751,6.329,0.471
160,2.800,7.797,2.111,2.396,2.501,7.346,21.902,40.126,40.126,40.126,0.128
165,10.000,6.697,1.618,1.971,2.289,3.071,21.648,38.468,55.433,55.433,0.149
170,20.800,3.110,1.004,1.833,2.120,2.591,3.681,4.766,32.734,36.245,0.322
175,3.800,3.286,1.709,2.050,2.522,2.829,3.747,18.184,18.184,18.184,0.304
