Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,6.200,1.854,1.361,1.612,1.759,1.893,2.162,2.835,3.914,3.914,0.539
5,7.800,1.674,1.267,1.406,1.554,1.654,1.809,3.930,3.981,3.981,0.598
10,5.800,1.756,1.207,1.484,1.543,1.683,1.842,2.139,6.842,6.842,0.570
15,4.600,1.717,1.244,1.448,1.597,1.733,1.835,3.266,3.455,3.455,0.582
20,9.200,1.528,1.177,1.407,1.515,1.668,1.732,1.823,2.061,2.061,0.655
25,6.600,1.559,1.207,1.450,1.543,1.656,1.790,1.809,1.960,1.960,0.641
30,8.200,1.545,1.260,1.467,1.530,1.619,1.719,1.771,1.883,1.883,0.647
35,7.400,1.596,1.114,1.444,1.548,1.623,1.798,1.931,3.972,3.972,0.627
40,9.600,1.546,1.260,1.410,1.519,1.633,1.752,1.789,2.789,2.789,0.647
45,8.000,1.665,1.281,1.460,1.567,1.635,1.873,3.322,4.209,4.209,0.601
50,6.000,1.538,1.269,1.450,1.516,1.664,1.685,1.705,1.981,1.981,0.650
55,7.600,1.589,1.037,1.442,1.521,1.701,2.008,2.105,2.393,2.393,0.629
