Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,70.800,8.794,4.958,7.053,8.499,10.104,11.577,13.467,15.673,20.406,0.114
5,75.200,8.497,3.855,6.721,8.329,9.653,11.113,12.432,17.340,21.167,0.118
10,38.400,14.197,4.015,7.138,8.182,9.783,11.108,88.386,131.063,213.851,0.070
15,62.000,12.337,4.833,6.654,8.106,9.547,10.664,11.648,14.228,1291.778,0.081
20,65.800,8.477,5.010,6.878,8.185,9.512,10.988,12.108,16.216,39.131,0.118
25,75.400,8.453,4.782,6.894,8.434,9.602,10.761,11.766,14.033,14.967,0.118
30,72.800,8.473,4.906,6.798,8.476,9.824,10.773,11.937,14.546,17.807,0.118
35,72.600,8.233,4.007,6.877,8.158,9.351,10.584,11.295,14.306,18.360,0.121
40,75.400,8.344,4.769,6.586,8.014,9.244,10.486,11.327,14.782,69.664,0.120
45,75.800,8.117,4.599,6.416,7.702,9.245,10.171,11.592,19.649,34.006,0.123
50,74.200,8.343,3.950,6.921,8.450,9.626,10.656,11.542,13.758,15.514,0.120
55,78.600,8.007,4.804,6.433,7.889,9.287,10.270,11.043,14.166,15.725,0.125
