Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,149.200,6.696,0.881,3.139,5.917,8.952,12.318,17.652,20.231,26.595,0.149
5,160.800,6.215,0.795,2.901,5.522,8.261,10.051,13.333,19.004,145.800,0.161
10,126.400,7.917,0.809,2.948,4.846,8.101,10.576,15.626,19.395,1205.051,0.126
15,102.400,9.750,0.752,2.960,5.652,8.619,11.333,17.768,106.627,124.051,0.103
20,174.400,5.729,0.792,2.843,3.734,8.034,10.393,13.945,18.796,23.054,0.175
25,164.400,6.077,0.795,2.860,5.669,8.327,10.321,13.453,18.604,22.843,0.165
30,171.000,5.844,0.820,2.832,5.239,8.081,10.088,12.742,18.546,24.910,0.171
35,169.600,5.904,0.753,2.860,5.375,8.069,10.080,14.562,19.174,26.986,0.169
40,179.000,5.573,0.803,2.789,3.895,8.139,10.078,11.599,18.151,24.713,0.179
45,174.600,5.726,0.712,2.771,4.574,8.101,9.930,12.779,19.606,25.738,0.175
50,175.200,5.706,0.756,2.757,4.908,7.960,9.881,12.715,18.927,24.338,0.175
55,177.000,5.639,0.766,2.818,3.851,7.978,10.163,12.293,17.598,26.841,0.177
