Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,8.600,19.158,16.200,17.821,18.461,19.652,22.472,24.891,26.595,26.595,0.052
5,6.600,17.820,15.682,16.753,17.390,18.394,20.605,21.676,22.572,22.572,0.056
10,6.000,17.761,15.626,16.496,17.568,18.372,19.653,22.017,22.411,22.411,0.056
15,3.000,17.129,14.790,15.987,16.513,17.768,18.656,23.954,23.954,23.954,0.058
20,8.000,18.006,15.987,16.645,17.771,18.603,21.231,21.815,23.054,23.054,0.056
25,7.000,17.631,14.722,16.090,17.067,18.604,21.466,22.474,22.843,22.843,0.057
30,7.000,17.525,14.835,16.297,17.276,18.546,19.040,21.528,24.910,24.910,0.057
35,7.800,17.905,14.728,16.301,17.155,18.390,21.169,23.368,26.986,26.986,0.056
40,4.800,18.025,15.771,16.470,17.285,18.658,21.887,22.367,24.713,24.713,0.055
45,7.600,18.082,14.505,16.539,17.451,18.851,22.044,23.612,25.738,25.738,0.055
50,7.200,17.740,14.591,16.344,17.429,18.927,19.624,21.768,24.338,24.338,0.056
55,6.000,17.422,14.774,15.894,16.964,17.812,19.555,22.458,26.841,26.841,0.057
