Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
3,OrderStatus,1694103156.285954,5846,0,1
2,Payment,1694103156.291867,6283,0,1
5,StockLevel,1694103156.298165,3260,0,1
3,OrderStatus,1694103156.301437,2663,0,1
2,Payment,1694103156.304112,4107,0,1
2,Payment,1694103156.308230,3913,0,1
2,Payment,1694103156.312159,3778,0,1
1,NewOrder,1694103156.315948,15086,0,1
2,Payment,1694103156.331050,7347,0,1
1,NewOrder,1694103156.338410,9372,0,1
2,Payment,1694103156.347795,4375,0,1
2,Payment,1694103156.352182,4487,0,1
2,Payment,1694103156.356681,3506,0,1
2,Payment,1694103156.360198,3564,0,1
2,Payment,1694103156.363773,3870,0,1
2,Payment,1694103156.367655,3881,0,1
2,Payment,1694103156.371547,3214,0,1
2,Payment,1694103156.374773,3381,0,1
2,Payment,1694103156.378165,3128,0,1
1,NewOrder,1694103156.381305,9575,0,1
1,NewOrder,1694103156.390893,8084,0,1
1,NewOrder,1694103156.398989,11509,0,1
2,Payment,1694103156.410511,4311,0,1
1,NewOrder,1694103156.414833,8370,0,1
1,NewOrder,1694103156.423215,13467,0,1
2,Payment,1694103156.436695,3426,0,1
1,NewOrder,1694103156.440136,8194,0,1
2,Payment,1694103156.448343,3365,0,1
1,NewOrder,1694103156.451720,11159,0,1
2,Payment,1694103156.462891,3329,0,1
1,NewOrder,1694103156.466231,9577,0,1
4,Delivery,1694103156.475820,26004,0,1
2,Payment,1694103156.501841,3033,0,1
1,NewOrder,1694103156.504886,11695,0,1
1,NewOrder,1694103156.516601,14824,0,1
1,NewOrder,1694103156.531438,20406,0,1
2,Payment,1694103156.551857,3715,0,1
1,NewOrder,1694103156.555583,11598,0,1
1,NewOrder,1694103156.567194,6640,0,1
1,NewOrder,1694103156.573846,11459,0,1
2,Payment,1694103156.585317,3023,0,1
4,Delivery,1694103156.588353,18323,0,1
5,StockLevel,1694103156.606692,2913,0,1
2,Payment,1694103156.609628,5172,0,1
2,Payment,1694103156.614815,7693,0,1
1,NewOrder,1694103156.622522,13473,0,1
2,Payment,1694103156.636027,3626,0,1
1,NewOrder,1694103156.639666,7913,0,1
2,Payment,1694103156.647592,3556,0,1
1,NewOrder,1694103156.651159,12265,0,1
2,Payment,1694103156.663437,3288,0,1
3,OrderStatus,1694103156.666738,1605,0,1
1,NewOrder,1694103156.668355,8128,0,1
1,NewOrder,1694103156.676495,14303,0,1
1,NewOrder,1694103156.690813,9097,0,1
2,Payment,1694103156.699925,7038,0,1
2,Payment,1694103156.706978,3989,0,1
2,Payment,1694103156.710980,3160,0,1
1,NewOrder,1694103156.714153,6665,0,1
1,NewOrder,1694103156.720830,7169,0,1
1,NewOrder,1694103156.728019,15773,0,1
1,NewOrder,1694103156.743807,10586,0,1
1,NewOrder,1694103156.754407,12546,0,1
1,NewOrder,1694103156.766967,13613,0,1
2,Payment,1694103156.780614,3517,0,1
1,NewOrder,1694103156.784145,11952,0,1
2,Payment,1694103156.796144,3445,0,1
4,Delivery,1694103156.799602,18308,0,1
1,NewOrder,1694103156.817922,7572,0,1
2,Payment,1694103156.825506,3037,0,1
1,NewOrder,1694103156.828554,8173,0,1
2,Payment,1694103156.836740,3074,0,1
1,NewOrder,1694103156.839824,11215,0,1
1,NewOrder,1694103156.851050,9706,0,1
2,Payment,1694103156.860768,3672,0,1
4,Delivery,1694103156.864452,21137,0,1
2,Payment,1694103156.885611,3540,0,1
2,Payment,1694103156.889162,3312,0,1
2,Payment,1694103156.892485,3682,0,1
1,NewOrder,1694103156.896178,10225,0,1
1,NewOrder,1694103156.906415,10039,0,1
1,NewOrder,1694103156.916465,8549,0,1
2,Payment,1694103156.925025,13893,0,1
1,NewOrder,1694103156.938933,8814,0,1
2,Payment,1694103156.947760,4021,0,1
2,Payment,1694103156.951795,3029,0,1
2,Payment,1694103156.954837,5554,0,1
2,Payment,1694103156.960403,3392,0,1
2,Payment,1694103156.963805,3754,0,1
5,StockLevel,1694103156.967571,2119,0,1
1,NewOrder,1694103156.969700,9403,0,1
1,NewOrder,1694103156.979113,6267,0,1
1,NewOrder,1694103156.985391,9399,0,1
2,Payment,1694103156.994800,3655,0,1
2,Payment,1694103156.998476,3434,0,1
2,Payment,1694103157.001929,3062,0,1
1,NewOrder,1694103157.005001,9570,0,1
1,NewOrder,1694103157.014581,10347,0,1
1,NewOrder,1694103157.024941,9370,0,1
2,Payment,1694103157.034322,3221,0,1
1,NewOrder,1694103157.037555,12399,0,1
1,NewOrder,1694103157.049966,10019,0,1
2,Payment,1694103157.059997,3409,0,1
2,Payment,1694103157.063419,3523,0,1
1,NewOrder,1694103157.066954,14067,0,1
4,Delivery,1694103157.081034,21572,0,1
1,NewOrder,1694103157.102622,6482,0,1
3,OrderStatus,1694103157.109117,1553,0,1
2,Payment,1694103157.110681,3287,0,1
1,NewOrder,1694103157.113980,10769,0,1
1,NewOrder,1694103157.124761,9052,0,1
1,NewOrder,1694103157.133823,8967,0,1
3,OrderStatus,1694103157.142802,1834,0,1
1,NewOrder,1694103157.144648,10848,0,1
1,NewOrder,1694103157.155507,8641,0,1
2,Payment,1694103157.164159,3411,0,1
1,NewOrder,1694103157.167582,9004,0,1
2,Payment,1694103157.176623,3891,0,1
2,Payment,1694103157.180526,4361,0,1
1,NewOrder,1694103157.184898,11229,0,1
1,NewOrder,1694103157.196140,9493,0,1
2,Payment,1694103157.205645,3257,0,1
1,NewOrder,1694103157.208913,7339,0,1
2,Payment,1694103157.216263,3543,0,1
1,NewOrder,1694103157.219817,6154,0,1
2,Payment,1694103157.225993,3327,0,1
2,Payment,1694103157.229331,2997,0,1
1,NewOrder,1694103157.232352,8666,0,1
3,OrderStatus,1694103157.241076,2077,0,1
1,NewOrder,1694103157.243164,8032,0,1
1,NewOrder,1694103157.251207,6297,0,1
1,NewOrder,1694103157.257515,6287,0,1
1,NewOrder,1694103157.263811,7992,0,1
2,Payment,1694103157.271813,4186,0,1
1,NewOrder,1694103157.276011,10291,0,1
1,NewOrder,1694103157.286311,6205,0,1
2,Payment,1694103157.292526,4915,0,1
1,NewOrder,1694103157.297451,7394,0,1
1,NewOrder,1694103157.304855,5453,0,1
2,Payment,1694103157.310318,8350,0,1
2,Payment,1694103157.318679,3052,0,1
1,NewOrder,1694103157.321741,7270,0,1
2,Payment,1694103157.329021,2925,0,1
1,NewOrder,1694103157.331956,12575,0,1
2,Payment,1694103157.344541,3358,0,1
5,StockLevel,1694103157.347909,1978,0,1
1,NewOrder,1694103157.349896,5848,0,1
1,NewOrder,1694103157.355754,6988,0,1
2,Payment,1694103157.362751,3156,0,1
1,NewOrder,1694103157.365917,8613,0,1
2,Payment,1694103157.374539,3202,0,1
2,Payment,1694103157.377751,4153,0,1
1,NewOrder,1694103157.381914,6445,0,1
2,Payment,1694103157.388369,3586,0,1
1,NewOrder,1694103157.391965,6572,0,1
2,Payment,1694103157.398546,4410,0,1
2,Payment,1694103157.402967,3200,0,1
2,Payment,1694103157.406176,3335,0,1
2,Payment,1694103157.409521,2868,0,1
1,NewOrder,1694103157.412400,6410,0,1
2,Payment,1694103157.418821,2967,0,1
2,Payment,1694103157.421799,2852,0,1
1,NewOrder,1694103157.424661,13201,0,1
2,Payment,1694103157.437877,3115,0,1
2,Payment,1694103157.441006,3406,0,1
3,OrderStatus,1694103157.444424,1566,0,1
3,OrderStatus,1694103157.446002,1280,0,1
2,Payment,1694103157.447293,3316,0,1
2,Payment,1694103157.450620,4489,0,1
2,Payment,1694103157.455121,2995,0,1
2,Payment,1694103157.458127,2910,0,1
1,NewOrder,1694103157.461047,6747,0,1
1,NewOrder,1694103157.467805,9188,0,1
