Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,68.000,8.741,3.674,6.760,8.444,9.877,12.212,14.242,17.251,20.851,0.114
5,75.000,8.271,4.912,6.859,8.030,9.267,10.290,11.215,13.841,53.189,0.121
10,53.600,8.195,4.799,6.580,7.976,9.647,10.625,11.817,12.934,13.167,0.122
15,47.400,11.914,4.836,6.747,8.243,9.537,11.367,14.843,112.994,124.051,0.084
20,71.200,8.197,4.945,6.543,8.021,9.559,10.684,11.741,13.945,16.025,0.122
25,79.400,8.184,3.601,6.656,7.945,9.399,10.733,11.717,15.500,17.373,0.122
30,77.800,8.090,4.695,6.486,7.866,9.384,10.366,11.567,13.743,16.041,0.124
35,77.200,7.989,4.412,6.518,7.817,9.343,10.425,11.196,14.562,15.324,0.125
40,77.000,8.309,4.721,6.791,8.188,9.565,10.673,11.858,14.084,19.024,0.120
45,76.400,7.992,4.474,6.470,7.895,9.209,10.110,10.976,13.556,15.549,0.125
50,78.200,7.949,3.283,6.441,7.738,9.142,10.587,11.420,13.607,14.959,0.126
55,77.200,8.137,4.600,6.491,7.920,9.354,10.977,11.827,14.693,17.184,0.123
