Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,61.600,3.586,2.569,2.970,3.228,3.643,4.727,6.241,8.388,11.837,0.279
5,65.000,3.725,2.368,2.765,2.963,3.254,3.631,4.192,7.695,145.800,0.268
10,57.000,7.734,2.497,2.835,3.026,3.398,4.046,5.073,13.079,1205.051,0.129
15,44.400,8.366,2.366,2.802,3.041,3.371,3.861,92.433,106.550,111.051,0.120
20,79.400,3.153,2.342,2.758,2.944,3.253,3.734,4.559,7.452,9.146,0.317
25,67.800,3.128,2.374,2.712,2.905,3.225,3.647,5.131,6.741,7.576,0.320
30,72.000,3.162,2.403,2.727,2.940,3.241,3.775,4.564,7.867,10.447,0.316
35,70.600,3.215,2.358,2.746,2.938,3.248,3.916,5.345,7.468,9.259,0.311
40,79.600,3.125,2.385,2.718,2.945,3.192,3.895,4.512,6.694,8.142,0.320
45,75.800,3.065,2.404,2.673,2.872,3.096,3.488,4.563,6.998,9.228,0.326
50,74.800,3.097,2.257,2.674,2.877,3.197,3.640,4.566,7.736,9.540,0.323
55,78.800,3.127,2.359,2.748,2.934,3.237,3.624,3.969,7.461,9.292,0.320
