Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,20.000,53.774,2.954,3.811,7.148,10.480,15.659,22.161,4572.004,4572.004,0.019
5,151.200,6.112,0.972,3.193,5.656,8.487,10.463,11.984,20.412,23.156,0.164
10,68.600,14.567,0.878,3.062,5.785,8.576,12.875,95.734,201.800,313.928,0.069
15,174.000,5.740,0.826,2.848,3.891,7.984,9.937,12.741,19.293,33.935,0.174
20,173.400,5.766,0.846,2.893,5.170,8.141,9.691,11.817,18.601,24.369,0.173
25,159.600,6.260,0.878,2.977,5.547,8.811,10.837,14.003,20.364,22.790,0.160
30,166.000,6.019,0.862,2.974,4.944,8.536,10.387,12.684,20.031,25.539,0.166
35,170.400,5.873,0.808,2.896,5.256,8.223,9.969,11.716,19.855,22.184,0.170
40,168.200,5.932,0.848,2.929,5.179,8.491,10.290,12.230,20.600,26.111,0.169
45,172.600,5.799,0.779,2.795,4.943,8.138,9.827,14.071,19.577,24.214,0.172
50,183.000,5.456,0.793,2.684,4.688,7.775,9.419,11.357,17.885,20.575,0.183
55,183.800,5.435,0.797,2.713,4.844,7.604,9.406,11.214,17.482,21.617,0.184
