Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,199.200,50.743,0.618,2.725,10.861,101.021,132.477,146.377,166.714,208.068,0.020
5,789.400,12.531,0.530,3.367,6.940,11.172,19.672,37.038,137.845,234.838,0.080
10,1463.600,6.822,0.542,3.074,5.417,8.926,11.597,15.026,20.782,177.375,0.147
15,974.000,10.525,0.559,3.775,5.957,9.114,13.199,17.356,165.064,294.384,0.095
20,67.600,148.075,0.743,63.236,151.506,221.790,261.284,273.709,287.393,296.008,0.007
25,1127.400,8.636,0.557,4.198,6.936,9.618,13.256,16.085,50.279,199.328,0.116
30,996.000,10.044,0.529,5.673,8.127,10.917,15.004,19.258,54.971,418.558,0.100
35,600.800,16.663,0.588,5.412,9.051,15.239,29.912,78.874,136.593,265.307,0.060
40,102.800,98.303,0.770,85.121,99.863,123.265,149.654,164.441,199.878,205.127,0.010
45,1235.200,7.991,0.544,4.605,6.710,9.443,11.951,14.916,25.450,162.257,0.125
50,1397.000,7.154,0.572,4.128,6.401,9.153,11.601,14.963,20.430,99.592,0.140
55,94.200,102.174,0.621,10.375,75.853,174.182,230.325,279.421,292.455,314.836,0.010
60,665.000,14.769,0.569,3.930,6.790,9.514,13.786,22.632,219.108,432.397,0.068
65,1151.800,8.674,0.529,5.348,7.628,10.316,13.416,16.366,40.578,109.616,0.115
70,1149.800,8.697,0.587,4.981,7.175,9.879,12.317,15.739,91.408,113.863,0.115
75,733.400,13.847,0.536,4.641,7.374,10.891,16.232,36.927,175.668,257.950,0.072
80,141.000,70.940,0.621,11.816,89.494,111.264,144.190,165.269,197.448,255.839,0.014
85,174.000,56.548,0.572,6.204,47.151,99.184,134.103,152.700,168.058,169.614,0.018
90,927.800,10.810,0.591,4.835,7.900,12.543,20.459,29.893,63.712,126.838,0.093
95,328.400,30.431,0.611,4.784,8.655,15.324,117.262,197.850,279.257,359.198,0.033
100,276.800,36.027,0.561,4.445,7.874,12.443,161.438,219.438,270.962,313.637,0.028
105,1260.600,7.935,0.564,4.603,7.181,9.830,12.894,15.667,24.509,114.412,0.126
110,949.800,10.515,0.565,5.343,8.028,11.636,17.605,24.556,59.106,281.695,0.095
115,1339.400,7.452,0.531,4.731,6.918,9.566,11.693,14.514,21.652,53.545,0.134
120,240.800,42.352,0.540,4.804,9.489,94.403,112.026,135.969,154.528,204.613,0.024
125,659.600,14.866,0.539,4.447,7.482,11.282,22.439,62.661,147.847,298.137,0.067
130,994.800,10.043,0.552,4.190,7.017,10.461,16.498,24.654,95.013,245.443,0.100
135,331.800,30.447,0.584,4.089,7.591,11.374,139.492,185.107,299.860,307.186,0.033
140,435.400,22.763,0.601,4.736,8.109,12.897,44.979,157.134,220.747,346.355,0.044
145,764.600,13.059,0.615,6.196,9.449,14.636,23.842,32.045,66.905,507.610,0.077
150,1094.600,9.140,0.550,5.298,7.826,10.672,15.103,18.898,40.354,224.575,0.109
155,1122.000,9.034,0.546,4.844,7.019,9.864,12.707,16.056,94.976,152.584,0.111
160,93.800,105.907,0.702,92.260,101.938,120.380,158.041,179.386,200.875,209.555,0.009
165,292.800,34.002,0.668,5.651,12.065,35.317,96.399,123.702,252.532,798.378,0.029
170,477.000,21.161,0.594,4.668,8.112,13.304,41.116,104.623,290.629,360.992,0.047
175,55.800,173.077,0.646,15.587,147.244,210.426,306.883,340.565,1587.136,1592.404,0.006
