Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,0.200,3.411,3.411,3.411,3.411,3.411,3.411,3.411,3.411,3.411,0.293
5,6.000,1.282,0.972,1.163,1.219,1.372,1.670,1.671,1.732,1.732,0.780
10,1.200,1.048,0.878,1.004,1.033,1.130,1.217,1.217,1.217,1.217,0.954
15,7.000,0.954,0.826,0.894,0.940,1.007,1.050,1.173,1.180,1.180,1.048
20,6.800,0.983,0.846,0.910,0.963,1.050,1.099,1.171,1.326,1.326,1.017
25,6.800,1.054,0.878,0.937,1.012,1.132,1.199,1.400,1.565,1.565,0.949
30,6.400,1.019,0.862,0.947,0.992,1.088,1.136,1.340,1.436,1.436,0.981
35,7.600,1.000,0.808,0.923,0.986,1.064,1.151,1.184,1.250,1.250,1.000
40,6.200,1.000,0.848,0.931,1.004,1.070,1.105,1.126,1.224,1.224,1.000
45,8.400,1.003,0.779,0.863,0.930,0.999,1.151,1.272,3.200,3.200,0.997
50,6.000,0.964,0.793,0.879,0.942,1.016,1.168,1.170,1.357,1.357,1.038
55,7.400,0.918,0.797,0.857,0.904,0.958,1.017,1.167,1.217,1.217,1.089
