Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,10.000,4.560,2.954,3.455,3.908,4.856,6.539,8.677,11.937,11.937,0.219
5,62.800,3.363,2.608,3.037,3.250,3.498,3.827,4.338,6.254,6.890,0.297
10,29.600,10.327,2.542,2.916,3.142,3.477,5.876,88.787,193.028,193.534,0.097
15,78.800,3.188,2.449,2.749,2.938,3.194,3.511,4.489,7.137,33.935,0.314
20,72.400,3.114,2.434,2.781,2.952,3.181,3.507,4.353,6.471,7.274,0.321
25,65.800,3.295,2.522,2.849,3.058,3.353,4.013,4.824,6.922,10.189,0.303
30,72.000,3.262,2.459,2.842,3.042,3.320,3.706,4.342,6.391,25.539,0.307
35,72.200,3.120,2.467,2.809,2.950,3.179,3.573,4.253,6.912,7.437,0.320
40,71.200,3.173,2.469,2.840,2.998,3.282,3.666,4.183,6.379,7.026,0.315
45,72.200,3.097,2.379,2.677,2.897,3.201,3.576,4.003,7.772,13.350,0.323
50,77.800,2.947,2.396,2.614,2.764,3.044,3.322,3.686,6.902,8.675,0.339
55,77.000,2.907,2.365,2.642,2.753,2.959,3.309,3.700,5.884,7.424,0.344
