Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,8.400,1.679,0.618,0.693,0.776,0.981,2.502,3.172,21.554,21.554,0.595
5,36.800,1.171,0.530,0.683,0.742,0.873,2.501,3.161,10.782,14.022,0.854
10,57.000,0.785,0.542,0.655,0.712,0.781,0.888,1.060,2.743,5.683,1.274
15,36.600,0.923,0.559,0.660,0.721,0.813,0.929,1.050,5.240,26.161,1.083
20,4.200,2.912,0.743,0.922,1.027,1.208,3.652,3.902,34.722,34.722,0.343
25,46.600,0.784,0.557,0.669,0.731,0.803,0.916,1.069,1.996,3.766,1.275
30,37.600,1.347,0.529,0.670,0.721,0.799,1.298,2.634,25.962,26.610,0.742
35,25.000,2.134,0.588,0.707,0.964,2.195,4.729,7.890,16.482,21.415,0.469
40,4.000,4.073,0.770,0.844,1.037,2.387,10.518,46.645,46.645,46.645,0.246
45,45.600,0.773,0.544,0.667,0.722,0.789,0.884,1.012,2.319,3.257,1.293
50,55.400,0.749,0.572,0.671,0.714,0.770,0.830,0.919,1.150,3.729,1.336
55,3.800,1.158,0.621,0.772,0.999,1.506,1.893,2.788,2.788,2.788,0.863
60,23.400,0.819,0.569,0.689,0.734,0.824,0.944,1.270,2.469,2.644,1.222
65,42.800,0.768,0.529,0.676,0.717,0.785,0.894,1.017,1.827,4.138,1.302
70,45.000,0.791,0.587,0.676,0.715,0.785,0.880,1.026,2.805,4.471,1.264
75,27.400,0.750,0.536,0.647,0.704,0.771,0.887,1.072,1.646,3.414,1.333
80,4.000,2.334,0.621,0.914,1.066,1.223,6.110,21.434,21.434,21.434,0.429
85,8.000,0.957,0.572,0.760,0.906,1.068,1.456,1.743,1.760,1.760,1.045
90,33.200,1.941,0.591,0.716,0.868,2.048,3.654,5.292,18.657,22.959,0.515
95,14.200,1.914,0.611,0.683,0.796,1.263,2.866,4.422,25.649,25.649,0.522
100,11.800,0.838,0.561,0.677,0.733,0.921,1.076,1.187,3.443,3.443,1.194
105,50.600,0.836,0.564,0.664,0.723,0.802,0.910,1.061,5.239,8.171,1.196
110,41.800,1.529,0.565,0.686,0.745,0.912,2.451,5.996,11.428,35.379,0.654
115,50.600,0.798,0.531,0.675,0.722,0.783,0.898,1.074,2.578,4.810,1.254
120,12.800,1.230,0.540,0.699,0.758,0.950,1.093,1.128,26.498,26.498,0.813
125,30.600,1.436,0.539,0.691,0.750,0.906,2.459,3.502,16.016,25.813,0.697
130,39.600,2.032,0.552,0.678,0.745,1.192,3.031,8.195,28.843,34.712,0.492
135,13.000,0.767,0.584,0.663,0.737,0.823,0.910,1.039,1.336,1.336,1.303
140,17.400,1.116,0.601,0.717,0.770,0.927,2.077,3.102,5.060,5.060,0.896
145,30.800,1.802,0.615,0.717,0.810,1.875,3.960,5.599,15.281,22.862,0.555
150,45.600,0.986,0.550,0.670,0.724,0.809,0.981,1.691,8.160,20.044,1.014
155,45.000,0.754,0.546,0.668,0.712,0.784,0.880,0.991,1.780,2.509,1.326
160,3.200,2.458,0.702,0.890,1.201,2.645,4.623,13.614,13.614,13.614,0.407
165,12.400,7.679,0.668,1.073,1.934,8.104,25.168,28.664,53.768,53.768,0.130
170,17.000,1.222,0.594,0.671,0.733,0.915,1.723,3.235,16.025,16.025,0.818
175,2.800,2.477,0.646,0.922,1.079,1.230,2.308,19.998,19.998,19.998,0.404
