Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,6.600,16.751,13.877,15.379,16.432,17.875,18.954,19.696,24.450,24.450,0.060
5,7.400,17.414,14.769,16.012,16.859,17.748,19.925,20.272,27.773,27.773,0.057
10,10.000,16.965,14.461,15.460,16.418,17.517,21.647,22.242,26.072,26.072,0.059
15,11.200,16.348,13.827,15.183,15.958,16.929,18.861,19.912,24.120,24.120,0.061
20,8.400,15.699,12.831,14.838,15.447,16.171,17.481,18.085,21.053,21.053,0.064
25,7.800,16.662,13.670,15.573,16.046,17.052,18.890,23.273,23.443,23.443,0.060
30,9.600,16.374,13.072,15.233,16.069,16.984,18.908,20.160,23.288,23.288,0.061
35,7.800,15.575,11.733,15.169,15.485,16.256,17.472,17.877,18.249,18.249,0.064
40,9.800,16.262,14.049,15.457,15.858,16.568,18.719,19.394,20.356,20.356,0.061
45,9.600,15.976,13.625,15.180,15.706,16.215,17.595,20.431,23.041,23.041,0.063
50,8.000,16.587,15.182,15.415,15.899,16.567,19.433,21.460,24.545,24.545,0.060
55,8.600,15.692,12.595,14.876,15.477,16.130,17.573,18.897,19.869,19.869,0.064
