Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,2198.400,4.547,0.651,1.701,2.463,6.882,8.801,10.127,16.470,22.426,0.220
5,2218.400,4.506,0.636,1.682,2.478,6.773,8.789,10.137,16.456,24.328,0.222
10,2177.600,4.593,0.625,1.709,2.886,6.938,8.950,10.271,16.680,23.284,0.218
15,2171.600,4.601,0.643,1.704,2.579,6.832,8.933,11.084,16.692,25.696,0.217
20,2154.000,4.641,0.674,1.728,3.383,6.952,8.935,10.311,16.890,22.397,0.215
25,2203.800,4.536,0.647,1.707,2.426,6.814,8.845,10.315,16.345,23.714,0.220
30,2147.000,4.657,0.664,1.706,3.582,6.850,9.003,11.985,16.936,25.840,0.215
35,2086.200,4.791,0.617,1.716,2.684,7.063,9.363,14.081,17.453,26.511,0.209
40,2133.000,4.687,0.639,1.707,2.766,6.936,9.070,13.246,17.031,25.209,0.213
45,2203.400,4.538,0.615,1.702,2.690,6.837,8.841,10.219,16.204,24.081,0.220
50,2217.000,4.510,0.668,1.701,2.484,6.817,8.820,10.116,16.449,24.747,0.222
55,2155.600,4.631,0.642,1.695,3.651,6.897,8.916,10.905,16.493,24.284,0.216
60,2189.800,4.562,0.634,1.721,2.608,6.867,8.813,10.225,16.556,23.347,0.219
65,2202.000,4.540,0.637,1.704,2.496,6.828,8.734,10.309,16.542,24.674,0.220
70,2234.200,4.475,0.623,1.684,2.690,6.727,8.736,10.055,16.150,23.775,0.223
75,2198.200,4.549,0.635,1.706,2.541,6.783,8.831,10.522,16.612,23.748,0.220
80,2222.400,4.498,0.638,1.697,2.419,6.792,8.798,10.270,16.332,23.527,0.222
85,2178.000,4.588,0.643,1.715,2.784,6.903,8.922,10.396,16.644,26.393,0.218
90,2202.600,4.541,0.650,1.686,2.521,6.821,8.847,10.489,16.366,25.756,0.220
95,2136.000,4.678,0.665,1.706,2.604,6.888,9.105,13.545,16.969,26.572,0.214
100,2168.400,4.611,0.611,1.678,3.214,6.800,8.883,12.755,16.822,27.757,0.217
105,2171.600,4.604,0.629,1.703,2.429,6.816,8.988,12.793,16.899,25.536,0.217
110,2199.000,4.548,0.633,1.698,2.586,6.784,8.802,10.719,16.396,30.786,0.220
115,2207.000,4.524,0.649,1.690,2.544,6.807,8.806,10.353,16.294,32.741,0.221
120,2223.200,4.499,0.612,1.687,2.335,6.820,8.820,10.139,16.369,24.109,0.222
125,2213.200,4.516,0.583,1.675,2.539,6.794,8.806,10.266,16.599,23.072,0.221
130,2239.800,4.463,0.635,1.671,2.487,6.737,8.662,10.099,16.272,23.704,0.224
135,2187.200,4.573,0.633,1.696,2.558,6.880,8.921,10.574,16.563,23.725,0.219
140,2243.400,4.454,0.649,1.683,2.308,6.723,8.758,10.235,16.401,22.577,0.224
145,2191.000,4.565,0.631,1.695,2.893,6.840,8.808,10.497,16.618,25.549,0.219
150,2180.000,4.585,0.602,1.709,2.438,6.892,8.915,10.516,16.854,26.314,0.218
155,2099.000,4.764,0.652,1.710,2.955,6.981,9.227,13.794,17.329,35.647,0.210
160,2145.000,4.659,0.650,1.722,2.647,6.980,8.998,11.474,16.992,24.667,0.215
165,2132.400,4.690,0.626,1.724,2.698,6.952,9.045,12.761,16.888,27.272,0.213
170,2205.600,4.535,0.631,1.691,2.524,6.820,8.866,10.473,16.823,22.651,0.220
175,2141.200,4.659,0.668,1.725,2.937,7.000,9.035,10.904,16.892,24.257,0.215
