Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,6.800,177.989,2.228,3.262,4.202,10.794,15.920,2682.978,3151.235,3151.235,0.006
5,8.000,149.081,1.906,2.196,5.656,7.735,17.073,2679.727,3076.485,3076.485,0.007
10,103.800,5.751,0.934,2.059,4.569,8.184,11.542,15.795,21.975,25.824,0.174
15,194.400,5.150,0.828,1.816,4.034,7.513,9.531,12.670,21.197,27.443,0.194
20,223.400,4.456,0.744,1.693,2.802,6.614,8.489,11.176,16.718,21.007,0.224
25,208.400,4.793,0.781,1.768,3.063,7.144,9.074,11.680,18.566,23.895,0.209
30,203.000,4.921,0.814,1.808,2.872,7.210,9.788,13.240,19.638,24.484,0.203
35,190.000,5.260,0.698,1.826,4.090,7.642,10.780,13.764,19.148,28.220,0.190
40,191.800,5.207,0.730,1.815,3.273,7.807,10.903,13.262,18.459,27.954,0.192
45,194.600,5.137,0.682,1.802,4.073,7.517,9.787,13.035,20.028,24.837,0.195
50,196.800,5.080,0.696,1.809,4.005,7.425,9.850,13.551,19.730,22.515,0.197
55,194.800,5.117,0.788,1.810,3.288,7.636,9.939,13.949,17.870,26.713,0.195
