Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,0.400,2917.107,2682.978,2682.978,3151.235,3151.235,3151.235,3151.235,3151.235,3151.235,0.000
5,0.400,2878.106,2679.727,2679.727,3076.485,3076.485,3076.485,3076.485,3076.485,3076.485,0.000
10,5.200,1.560,1.082,1.426,1.548,1.674,1.856,2.093,2.157,2.157,0.641
15,6.000,1.563,1.164,1.314,1.489,1.751,2.100,2.312,2.506,2.506,0.640
20,9.400,1.323,1.038,1.198,1.270,1.416,1.560,1.631,2.153,2.153,0.756
25,9.800,1.519,1.071,1.325,1.421,1.599,1.727,1.894,4.826,4.826,0.658
30,7.400,1.509,1.233,1.342,1.499,1.606,1.671,2.174,2.434,2.434,0.663
35,7.400,1.508,1.186,1.368,1.461,1.609,1.854,2.012,2.287,2.287,0.663
40,9.800,1.560,1.170,1.364,1.456,1.743,2.125,2.189,2.517,2.517,0.641
45,7.400,1.550,1.053,1.366,1.516,1.640,2.028,2.072,2.138,2.138,0.645
50,6.800,1.418,1.090,1.296,1.449,1.547,1.600,1.712,1.809,1.809,0.705
55,8.600,1.545,1.189,1.377,1.448,1.614,1.869,2.108,3.243,3.243,0.647
