Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,195.200,5.124,0.795,1.904,3.306,7.589,9.911,12.310,19.436,29.270,0.195
5,179.400,5.561,0.800,1.948,4.289,7.879,10.783,14.087,22.726,48.918,0.180
10,209.000,4.779,0.778,1.732,2.589,7.211,9.115,12.517,17.714,25.238,0.209
15,216.800,4.607,0.718,1.748,2.949,6.993,8.787,10.639,16.364,19.983,0.217
20,203.800,4.906,0.779,1.818,4.346,7.299,9.239,11.065,16.945,20.361,0.204
25,214.600,4.655,0.721,1.768,2.704,6.854,8.801,12.137,17.647,23.288,0.215
30,214.000,4.665,0.725,1.789,2.867,6.968,8.880,11.299,16.450,23.884,0.214
35,211.000,4.733,0.726,1.761,3.303,7.223,8.990,10.932,17.301,20.591,0.211
40,214.600,4.655,0.736,1.768,2.525,6.987,8.855,11.749,17.599,25.494,0.215
45,211.800,4.721,0.712,1.718,3.567,6.986,8.871,12.873,17.291,25.519,0.212
50,216.000,4.632,0.705,1.705,4.035,6.934,8.623,11.652,16.327,25.739,0.216
55,215.000,4.630,0.737,1.747,2.952,7.011,8.897,11.020,16.510,22.220,0.216
