Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,7.200,1.361,0.854,1.131,1.302,1.490,1.894,2.134,2.203,2.203,0.735
5,8.800,1.063,0.792,0.953,1.030,1.115,1.234,1.364,1.854,1.854,0.940
10,6.000,0.970,0.808,0.923,0.964,1.014,1.048,1.102,1.284,1.284,1.031
15,8.000,0.941,0.675,0.884,0.943,0.979,1.037,1.205,1.266,1.266,1.062
20,8.600,0.924,0.616,0.827,0.893,0.983,1.210,1.243,1.578,1.578,1.082
25,7.000,0.989,0.786,0.897,0.933,1.013,1.154,1.650,2.017,2.017,1.011
30,8.400,0.898,0.633,0.846,0.884,0.953,1.031,1.045,1.169,1.169,1.113
35,7.800,0.876,0.666,0.807,0.853,0.929,1.019,1.169,1.446,1.446,1.142
40,10.400,0.896,0.779,0.851,0.879,0.925,0.970,0.998,1.317,1.317,1.116
45,5.000,0.887,0.731,0.833,0.884,0.913,0.953,1.043,1.240,1.240,1.128
50,9.800,0.875,0.725,0.822,0.864,0.902,1.011,1.040,1.135,1.135,1.143
55,10.000,0.903,0.684,0.802,0.867,0.943,1.128,1.234,1.812,1.812,1.108
