Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,6.800,1.394,0.795,1.057,1.239,1.594,2.248,2.476,3.597,3.597,0.717
5,4.800,1.139,0.800,1.000,1.077,1.305,1.469,1.469,1.798,1.798,0.878
10,7.600,1.019,0.778,0.863,0.933,1.108,1.198,1.782,2.180,2.180,0.981
15,10.400,0.932,0.718,0.857,0.894,0.949,1.075,1.211,1.585,1.585,1.073
20,6.200,1.036,0.779,0.911,0.950,1.040,1.216,1.939,1.947,1.947,0.965
25,7.600,0.914,0.721,0.841,0.895,0.942,1.028,1.120,1.602,1.602,1.094
30,8.400,0.965,0.725,0.872,0.938,0.991,1.071,1.361,1.448,1.448,1.036
35,10.400,0.917,0.726,0.847,0.877,0.977,1.100,1.174,1.397,1.397,1.090
40,10.600,0.923,0.736,0.847,0.878,0.931,1.040,1.314,1.415,1.415,1.084
45,8.400,0.885,0.712,0.813,0.872,0.902,0.975,1.037,1.605,1.605,1.130
50,9.000,0.926,0.705,0.826,0.868,0.905,0.979,1.126,2.945,2.945,1.080
55,8.000,1.042,0.737,0.846,0.878,0.921,1.315,3.225,4.258,4.258,0.960
