Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,2144,2144.000,714,1720,2806,4653,7012,9085,10510,16970,22327
1,2201,2201.000,651,1699,2991,4554,6968,8754,9901,16233,20155
2,2261,2261.000,662,1679,2184,4410,6699,8664,10253,16578,19125
3,2237,2237.000,694,1689,2463,4482,6816,8568,9699,16115,22426
4,2149,2149.000,718,1730,3750,4642,6973,8997,10022,16617,20201
5,2234,2234.000,638,1693,2250,4481,6833,8687,9810,16578,20620
6,2238,2238.000,636,1682,2419,4464,6762,8661,9858,16065,24328
7,2222,2222.000,673,1665,2388,4497,6730,8868,10352,16599,19931
8,2123,2123.000,646,1706,3741,4704,6923,9214,10830,16550,18875
9,2275,2275.000,641,1665,2447,4393,6589,8581,9866,16424,20387
10,2294,2294.000,660,1681,2171,4356,6554,8735,9929,16629,23284
11,2203,2203.000,678,1685,2916,4540,6928,8848,10243,16351,20542
12,2140,2140.000,625,1734,3888,4678,7006,9031,10495,16669,20459
13,2115,2115.000,675,1715,3895,4722,7118,9088,10720,16930,21092
14,2136,2136.000,646,1747,3904,4689,7019,9162,10266,17191,22056
15,2159,2159.000,643,1735,2748,4617,6982,8958,10265,16607,18342
16,2174,2174.000,664,1721,2440,4600,6765,8829,10971,16870,23434
17,2148,2148.000,671,1704,2699,4661,6866,9098,13240,16871,25643
18,2172,2172.000,721,1657,2616,4604,6746,9040,13562,16813,22129
19,2205,2205.000,677,1692,2560,4526,6824,8794,10141,16347,25696
20,2184,2184.000,682,1717,2950,4579,6750,8840,10104,17190,22196
21,2133,2133.000,684,1728,2805,4683,7105,9024,10755,17010,21073
22,2165,2165.000,674,1708,3319,4617,6975,8913,10278,16340,21836
23,2164,2164.000,678,1750,3736,4616,6897,8859,9806,16591,22397
24,2124,2124.000,718,1743,3861,4709,7031,9103,10573,17112,19539
25,2209,2209.000,662,1701,3510,4526,6753,8754,10133,16041,20583
26,2220,2220.000,671,1708,2593,4505,6800,8781,10023,16133,21478
27,2228,2228.000,647,1697,2185,4475,6755,8774,10712,16072,22364
28,2185,2185.000,694,1706,2409,4586,6922,8844,10475,16743,21635
29,2177,2177.000,681,1722,2294,4588,6879,8989,10578,16564,23714
30,2177,2177.000,669,1702,3484,4585,6709,8889,11288,16307,20767
31,2169,2169.000,671,1708,3005,4621,6760,8986,11431,16975,24335
32,2162,2162.000,667,1724,3596,4619,6986,8937,10093,16393,17624
33,2163,2163.000,688,1696,3405,4622,6787,8871,10924,16532,19683
34,2064,2064.000,664,1698,3882,4842,7073,9416,13488,17907,25840
35,2064,2064.000,675,1681,2917,4834,7071,9550,14042,17812,23361
36,2051,2051.000,674,1761,3590,4887,7144,9406,14536,17758,25646
37,2100,2100.000,617,1717,2300,4744,7077,9540,13939,17413,24101
38,2097,2097.000,706,1725,2677,4778,7018,9266,14601,17448,25714
39,2119,2119.000,635,1689,3041,4714,7009,9218,12973,16766,26511
40,2152,2152.000,702,1686,2202,4650,6920,9092,13762,17445,23739
41,2111,2111.000,650,1737,2695,4735,7008,9184,13670,16990,21805
42,2096,2096.000,666,1711,2743,4774,6945,9369,14203,17636,25209
43,2069,2069.000,678,1719,3675,4824,7245,9200,13274,16982,25006
44,2237,2237.000,639,1684,3605,4468,6617,8615,9755,16084,24461
45,2273,2273.000,625,1690,2387,4398,6697,8613,9683,15973,21469
46,2137,2137.000,664,1708,3670,4682,7044,9007,11717,16646,22675
47,2158,2158.000,652,1710,3814,4624,6862,8861,10406,16412,22716
48,2204,2204.000,642,1717,2291,4555,6904,8904,10457,16447,23982
49,2245,2245.000,615,1689,2489,4439,6651,8841,10119,15923,24081
50,2190,2190.000,685,1721,2461,4561,6948,8913,10245,16449,19400
51,2211,2211.000,668,1692,2567,4528,6799,8838,10622,16562,20360
