Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
52,2302,2302.000,694,1680,2072,4336,6642,8689,9750,15872,24747
53,2143,2143.000,679,1725,3427,4658,6998,8997,10481,16722,23565
54,2239,2239.000,691,1687,3725,4476,6709,8644,9685,16260,23224
55,2120,2120.000,683,1706,3702,4711,7081,9130,11911,16492,24284
56,2154,2154.000,642,1677,3873,4653,6890,8936,12276,16855,22980
57,2208,2208.000,663,1679,3536,4515,6752,8721,9899,16388,22212
58,2161,2161.000,665,1703,2618,4633,6929,8958,10786,16156,18913
59,2135,2135.000,655,1710,3783,4648,6905,8873,12327,17013,21433
60,2183,2183.000,674,1724,2309,4565,6911,8904,10780,17060,23347
61,2205,2205.000,689,1725,2377,4527,6855,8857,10196,16567,19717
62,2113,2113.000,646,1734,3851,4738,7003,9092,12926,16864,22533
63,2229,2229.000,634,1710,2666,4481,6776,8504,9799,16284,22443
64,2219,2219.000,679,1711,2868,4504,6877,8665,9599,16091,17879
65,2164,2164.000,637,1706,3651,4622,6925,8801,10635,16389,21474
66,2217,2217.000,680,1706,2384,4509,6900,8617,10034,16158,24674
67,2255,2255.000,650,1684,2920,4433,6739,8570,9788,16481,18998
68,2198,2198.000,655,1720,2220,4554,6770,8777,10594,17141,22693
69,2176,2176.000,701,1700,2465,4586,6828,8943,11367,16622,20425
70,2226,2226.000,681,1692,2583,4484,6743,8770,10023,16343,22336
71,2319,2319.000,626,1644,2502,4312,6501,8453,9514,15420,19071
72,2267,2267.000,635,1691,2404,4417,6713,8728,9724,15934,23775
73,2232,2232.000,623,1712,2604,4470,6761,8752,9928,16207,21071
74,2127,2127.000,633,1700,3850,4704,6957,9085,11058,16669,23035
75,2178,2178.000,646,1716,2697,4583,6899,8822,10581,16713,21964
76,2175,2175.000,710,1707,3159,4593,6830,8934,10402,16999,23748
77,2288,2288.000,672,1699,2202,4380,6541,8536,10014,16299,19316
78,2232,2232.000,643,1687,2299,4480,6709,8817,10620,16315,20603
79,2118,2118.000,635,1733,3663,4724,7011,9217,12094,17106,21291
80,2205,2205.000,656,1699,2960,4535,6895,8749,10250,16241,22341
81,2242,2242.000,638,1675,2278,4445,6678,8700,10162,16167,23527
82,2257,2257.000,706,1695,2210,4445,6755,8736,10632,16318,18183
83,2261,2261.000,653,1684,2267,4408,6597,8664,10047,16312,22570
84,2147,2147.000,730,1731,2840,4665,7011,9024,10443,16616,23324
85,2209,2209.000,643,1745,2680,4519,6801,8977,10092,16611,19538
86,2158,2158.000,677,1710,3598,4628,6887,9036,10691,16702,21868
87,2216,2216.000,725,1710,2946,4518,6799,8723,9864,16357,21771
88,2147,2147.000,717,1724,2689,4656,6977,8960,11836,16721,22242
89,2160,2160.000,682,1699,2532,4619,6972,8938,10678,17094,26393
90,2247,2247.000,650,1690,2432,4448,6660,8613,9932,15960,24019
91,2234,2234.000,653,1684,2776,4474,6855,8747,9747,15826,24037
92,2223,2223.000,655,1689,2258,4497,6751,8962,10301,16599,24434
93,2183,2183.000,666,1672,2555,4580,6894,8931,10556,17120,23972
94,2126,2126.000,677,1685,2908,4712,6883,9082,14144,16453,25756
95,2164,2164.000,665,1673,2198,4612,6762,9134,14162,17243,26572
96,2081,2081.000,666,1722,2468,4817,6979,9352,14721,17169,22770
97,1990,1990.000,667,1758,4064,5014,7279,9757,14947,17848,24337
98,2200,2200.000,724,1699,2538,4543,6891,8922,10202,16558,18300
99,2245,2245.000,706,1691,2659,4447,6708,8720,9903,16022,18887
100,2189,2189.000,683,1679,3655,4576,6847,8723,10237,16766,22787
101,2168,2168.000,650,1684,2617,4602,6857,8866,10675,16812,21862
102,2265,2265.000,665,1662,2747,4410,6573,8606,9819,16466,18396
103,2156,2156.000,611,1655,2463,4640,6699,9121,13782,17164,23910
104,2064,2064.000,611,1718,3931,4843,6925,9299,14218,17437,27757
105,2144,2144.000,654,1712,2674,4658,6821,9021,13156,17397,24606
106,2131,2131.000,715,1761,2695,4697,6990,9150,12472,16716,23885
107,2171,2171.000,707,1675,2521,4599,6802,8863,12816,16610,25536
108,2240,2240.000,629,1669,2141,4471,6675,8938,12589,16800,21169
109,2172,2172.000,657,1693,2443,4600,6848,9042,13114,16931,22737
110,2087,2087.000,633,1710,2730,4794,6960,9506,14039,17481,30786
111,2266,2266.000,639,1679,2569,4401,6606,8461,9779,15672,21173
112,2216,2216.000,691,1720,2275,4522,6867,8760,10260,16466,19077
113,2189,2189.000,658,1695,2811,4557,6769,8920,10283,15935,22314
114,2237,2237.000,697,1687,2743,4481,6755,8754,10144,16321,18495
115,2241,2241.000,649,1657,2710,4458,6641,8653,10451,15990,21058
116,2280,2280.000,653,1680,2217,4384,6651,8599,9928,16224,21990
117,2136,2136.000,667,1698,3750,4687,7112,9012,11137,16780,32741
118,2140,2140.000,659,1724,3787,4657,6982,8990,10353,16516,19520
119,2238,2238.000,731,1697,2273,4446,6673,8717,10177,15936,22977
120,2226,2226.000,697,1704,2452,4503,6719,8814,10007,16408,22395
121,2210,2210.000,658,1686,2365,4515,6836,8782,10334,16348,19325
122,2203,2203.000,691,1691,2504,4536,6947,8823,10167,16309,21681
123,2261,2261.000,688,1687,2239,4417,6846,8722,9829,16341,24109
124,2216,2216.000,612,1674,2251,4521,6824,9014,11131,16456,18250
125,2179,2179.000,721,1711,2482,4580,6741,8797,12582,16879,21850
126,2233,2233.000,583,1686,2572,4483,6820,8833,9993,16033,23072
127,2251,2251.000,610,1639,2274,4430,6619,8616,10332,16482,21192
128,2146,2146.000,638,1684,3295,4660,7027,9135,10387,16874,21659
129,2257,2257.000,684,1651,2502,4433,6707,8753,10014,16395,19467
130,2262,2262.000,646,1676,3171,4419,6756,8589,9618,16014,19155
131,2222,2222.000,636,1631,3529,4498,6717,8559,10386,16336,23681
132,2268,2268.000,676,1655,2386,4411,6635,8604,10234,16124,23704
133,2175,2175.000,635,1696,2587,4589,6849,8866,10849,16569,19310
134,2272,2272.000,679,1691,2116,4402,6724,8645,9793,16206,18081
135,2152,2152.000,654,1697,3636,4647,6974,9051,10663,16498,20578
136,2234,2234.000,660,1684,2299,4471,6712,8842,10127,16503,18583
137,2218,2218.000,679,1719,2558,4504,6797,8664,10122,16409,21364
138,2188,2188.000,633,1672,2703,4578,6953,9180,10473,16754,21678
139,2144,2144.000,686,1702,2446,4668,6976,8970,12736,16691,23725
140,2236,2236.000,655,1686,2181,4471,6679,8747,10914,16939,22577
141,2283,2283.000,649,1688,2145,4365,6723,8699,9854,16247,18871
142,2153,2153.000,671,1714,3819,4648,6880,8986,10661,16740,19374
143,2238,2238.000,661,1666,2283,4465,6721,8726,10420,16036,18085
144,2307,2307.000,651,1665,2260,4333,6588,8587,9910,16274,18408
145,2249,2249.000,685,1688,2655,4447,6730,8574,9922,16183,20687
146,2239,2239.000,631,1671,2336,4469,6728,8722,10830,16529,20297
147,2191,2191.000,661,1669,2869,4557,6868,8740,10601,16664,20793
148,2102,2102.000,660,1738,4169,4755,7069,8973,10748,16711,25549
149,2174,2174.000,678,1707,2665,4607,6856,8912,10574,16678,20997
150,2146,2146.000,602,1686,3764,4656,6969,9022,10367,16896,26314
151,2158,2158.000,682,1733,2901,4623,6922,8996,10347,16844,25435
152,2227,2227.000,676,1700,2273,4489,6830,8821,9981,16394,24215
153,2212,2212.000,658,1721,2433,4532,6841,8779,10487,16939,19545
154,2157,2157.000,635,1710,2319,4627,6939,9135,13229,17189,24317
155,2076,2076.000,677,1727,4027,4818,7027,9217,13905,17229,22900
156,2103,2103.000,665,1724,2324,4765,6861,9381,14248,17810,35647
157,2124,2124.000,672,1680,3400,4690,6957,9009,12890,17239,30431
158,2107,2107.000,662,1690,2982,4753,7073,9167,13409,17022,24294
159,2085,2085.000,652,1726,2884,4793,6993,9346,14122,17683,23809
160,2015,2015.000,665,1774,3992,4955,7149,9529,14437,17966,24667
161,2209,2209.000,687,1730,2503,4529,6747,8774,10175,16922,20770
162,2209,2209.000,650,1688,2355,4530,6879,8877,10493,16144,22965
163,2231,2231.000,676,1700,2237,4476,6860,8749,9824,16262,22654
164,2061,2061.000,662,1740,3893,4845,7221,9357,13459,17160,22796
165,2072,2072.000,626,1736,2932,4830,7002,9389,14439,17761,24104
166,2070,2070.000,711,1727,3573,4823,7124,9339,14454,16897,23286
167,2159,2159.000,658,1741,2713,4646,6797,9101,10969,16998,27272
168,2177,2177.000,693,1696,2747,4587,6897,8789,10240,16119,21671
169,2184,2184.000,654,1720,2406,4574,7005,8938,10499,16234,21041
170,2174,2174.000,693,1703,3754,4600,6838,8850,10609,16823,21435
171,2292,2292.000,631,1673,2188,4358,6776,8656,9879,16343,22024
172,2217,2217.000,659,1670,2490,4506,6768,8809,10352,16586,19944
173,2200,2200.000,691,1693,2285,4553,6737,9014,11001,17367,20068
174,2145,2145.000,646,1718,3161,4669,6990,8978,11298,16592,22651
175,2146,2146.000,668,1704,3780,4648,6871,9077,10920,16936,22249
176,2102,2102.000,689,1737,3856,4761,7140,9125,11029,17098,21960
177,2129,2129.000,679,1747,3531,4694,7004,8954,10810,16942,20640
178,2160,2160.000,691,1727,2603,4623,7038,9012,10904,16481,20388
179,2169,2169.000,710,1717,2269,4569,6923,9003,10802,16892,24257
