Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,6.000,1.662,1.077,1.421,1.638,1.816,2.232,2.307,2.702,2.702,0.602
5,7.600,1.438,1.153,1.333,1.457,1.511,1.657,1.690,1.743,1.743,0.695
10,7.000,1.475,1.253,1.335,1.496,1.565,1.659,1.715,1.772,1.772,0.678
15,9.000,1.465,1.170,1.346,1.450,1.506,1.580,1.615,3.266,3.266,0.683
20,6.200,1.564,1.279,1.373,1.484,1.563,1.720,2.121,3.744,3.744,0.639
25,8.000,1.458,1.220,1.349,1.420,1.577,1.645,1.724,1.845,1.845,0.686
30,8.600,1.617,1.158,1.350,1.453,1.572,1.643,3.677,4.680,4.680,0.619
35,7.600,1.461,1.059,1.326,1.448,1.572,1.693,1.859,2.113,2.113,0.684
40,8.800,1.433,1.128,1.323,1.428,1.512,1.621,1.668,1.977,1.977,0.698
45,7.800,1.449,1.158,1.325,1.413,1.506,1.590,1.721,2.604,2.604,0.690
50,9.400,1.433,1.195,1.371,1.409,1.519,1.595,1.614,1.628,1.628,0.698
55,7.600,1.437,1.169,1.369,1.439,1.534,1.624,1.657,1.688,1.688,0.696
