Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,5,5.000,3682,3805,4202,634038,7270,3151235,3151235,3151235,3151235
1,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,29,29.000,2228,3036,4170,99359,10794,15920,30089,2682978,2682978
4,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,36,36.000,1906,2172,5445,79517,7251,9320,18501,2679727,2679727
7,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,4,4.000,3338,9447,11350,775155,3076485,3076485,3076485,3076485,3076485
9,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
12,184,184.000,1443,2161,3389,5358,7747,9926,13300,18596,19465
13,167,167.000,1134,2076,4789,6026,8313,12492,16585,22125,22287
14,168,168.000,934,1962,4439,5906,8333,13012,16532,25534,25824
15,192,192.000,828,1813,3750,5176,7748,9841,12577,21706,21889
16,192,192.000,945,1838,3707,5197,7255,10223,14697,23933,27443
17,212,212.000,895,1802,4305,4732,7340,8732,10155,13708,14874
18,181,181.000,898,1829,2850,5497,7806,11255,14384,24085,26681
19,195,195.000,852,1810,4347,5207,7504,9302,14232,21192,21197
20,203,203.000,832,1829,3857,4836,6785,9144,12157,16877,20565
21,224,224.000,744,1805,2793,4473,7008,8902,9862,15281,20507
22,209,209.000,766,1637,2968,4778,6800,10586,14323,17856,21007
23,252,252.000,763,1614,1835,3951,6091,8040,8584,15640,18039
24,229,229.000,812,1674,4196,4361,6435,7963,8892,14719,16718
25,223,223.000,781,1762,3026,4536,6675,8520,10989,16853,20007
26,205,205.000,816,1752,2421,4814,7065,8880,14829,19253,21628
27,208,208.000,792,1777,2986,4799,7188,9248,10803,18130,23895
28,207,207.000,934,1791,3057,4880,7191,9305,11156,17830,22107
29,199,199.000,864,1764,4272,4957,7431,9186,11991,18867,21127
30,209,209.000,876,1753,2340,4790,7168,10123,14980,16126,18964
31,204,204.000,879,1759,3733,4887,7088,9502,11865,19638,23878
32,216,216.000,836,1805,2427,4621,6999,9345,13273,20314,21905
33,198,198.000,855,1855,3707,5059,7248,9788,14153,21818,23425
34,188,188.000,814,1910,3351,5300,7985,10133,13370,20838,24484
35,193,193.000,729,1825,3208,5189,7843,10663,14089,19190,21376
36,181,181.000,857,1844,4784,5530,7714,9583,15340,25973,28220
37,180,180.000,698,1934,4090,5533,7775,11560,15434,19892,20691
38,178,178.000,795,1841,5098,5645,8127,11572,13764,16898,17303
39,218,218.000,741,1796,2513,4556,6471,9205,12223,16136,22551
40,174,174.000,802,1850,5162,5732,8380,10908,13912,17840,22115
41,201,201.000,730,1806,3117,4972,7040,9796,12210,21822,27060
42,193,193.000,798,1765,4353,5170,7677,10424,13029,16211,18214
43,186,186.000,877,1815,3144,5423,8273,11698,14599,23613,27954
44,205,205.000,895,1830,2826,4826,7104,10133,12301,19746,23182
45,185,185.000,809,1801,4843,5404,7660,10683,13110,20028,21780
46,198,198.000,719,1786,4455,5076,7378,10482,12787,16752,20389
47,187,187.000,682,1819,4546,5324,8076,10055,12661,18967,20411
48,192,192.000,729,1820,3955,5192,7362,9125,14189,24326,24837
49,211,211.000,825,1790,2818,4744,7151,9601,12102,17642,23620
50,179,179.000,773,1837,5209,5575,7829,10594,14909,21441,21750
51,189,189.000,840,1847,4260,5279,7475,10041,12697,20960,22515
52,211,211.000,759,1832,3097,4755,7160,8857,11321,17214,19071
53,201,201.000,773,1777,2594,4953,7242,9860,14226,19436,21542
54,204,204.000,696,1780,3263,4918,7285,9199,12981,17027,22334
55,184,184.000,788,1829,3870,5458,7650,11968,15158,18748,26713
56,202,202.000,833,1799,4556,4902,7400,9112,10157,16195,18412
57,187,187.000,793,1832,4280,5345,7703,10456,12995,17870,18924
58,211,211.000,878,1795,2425,4749,7660,9214,11544,16172,21019
59,190,190.000,832,1795,3019,5198,7765,10813,15662,20256,24873
