Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,84.600,15.724,11.725,14.913,15.676,16.499,17.306,17.850,19.970,22.426,0.064
5,89.200,15.527,12.089,14.445,15.491,16.450,17.504,18.017,19.931,24.328,0.064
10,82.600,15.797,12.303,14.604,15.742,16.762,17.884,18.482,20.459,23.284,0.063
15,90.000,15.664,11.870,14.484,15.453,16.543,17.819,18.576,22.129,25.696,0.064
20,82.000,15.968,12.725,14.737,15.934,16.934,17.754,18.350,21.450,22.397,0.063
25,85.600,15.703,11.969,14.719,15.690,16.366,17.338,18.198,21.478,23.714,0.064
30,93.200,15.667,12.123,14.494,15.581,16.565,17.614,18.299,22.520,25.840,0.064
35,87.200,15.811,12.157,14.612,15.627,16.899,17.836,18.394,22.202,25.714,0.063
40,83.800,15.697,11.998,14.525,15.540,16.531,17.634,18.555,22.609,24.461,0.064
45,85.400,15.515,11.950,14.416,15.453,16.196,17.183,18.347,21.469,24.081,0.064
50,80.800,15.627,11.750,14.492,15.624,16.532,17.594,18.222,20.360,24.747,0.064
55,95.400,15.543,11.961,14.362,15.449,16.353,17.364,18.177,21.524,24.284,0.064
60,84.600,15.754,11.838,14.736,15.676,16.594,17.594,18.011,20.752,23.347,0.063
65,90.200,15.716,11.974,14.616,15.712,16.528,17.298,17.990,21.263,24.674,0.064
70,78.800,15.389,11.527,14.200,15.373,16.269,17.283,18.043,21.112,23.775,0.065
75,91.800,15.658,11.891,14.467,15.598,16.570,17.786,18.712,21.239,23.748,0.064
80,84.600,15.552,11.899,14.399,15.511,16.394,17.484,18.119,22.341,23.527,0.064
85,82.000,15.737,12.142,14.535,15.668,16.711,17.893,18.532,21.003,26.393,0.064
90,87.600,15.491,11.505,14.468,15.325,16.224,17.282,17.874,23.632,24.434,0.065
95,89.200,15.781,12.444,14.754,15.741,16.601,17.494,18.300,21.796,23.129,0.063
100,90.800,15.491,11.063,14.285,15.414,16.546,17.437,17.991,21.255,23.520,0.065
105,82.400,15.675,12.021,14.520,15.632,16.572,17.398,18.088,23.184,23.885,0.064
110,85.800,15.520,11.781,14.489,15.390,16.320,17.479,18.001,21.173,26.105,0.064
115,84.400,15.529,11.913,14.397,15.406,16.360,17.517,18.103,21.835,32.741,0.064
120,87.200,15.638,11.905,14.641,15.715,16.391,17.162,17.892,21.681,24.109,0.064
125,90.400,15.582,11.096,14.507,15.624,16.576,17.331,17.947,21.611,23.072,0.064
130,90.200,15.339,12.059,14.298,15.323,16.269,17.108,17.697,19.155,23.704,0.065
135,90.400,15.554,11.672,14.464,15.469,16.533,17.446,18.079,20.578,23.725,0.064
140,84.400,15.399,11.610,14.291,15.272,16.447,17.407,17.944,19.183,22.577,0.065
145,91.000,15.537,11.940,14.409,15.528,16.491,17.308,17.795,20.297,25.549,0.064
150,90.600,15.729,12.520,14.361,15.522,16.660,17.744,18.130,24.215,26.314,0.064
155,73.600,15.757,12.168,14.752,15.686,16.548,17.470,18.255,22.380,24.294,0.063
160,85.400,15.728,12.324,14.529,15.685,16.562,17.646,18.384,21.946,22.965,0.064
165,88.400,15.699,11.835,14.736,15.585,16.476,17.321,18.078,21.550,27.272,0.064
170,84.400,15.689,11.893,14.308,15.633,16.860,17.631,18.436,21.154,22.651,0.064
175,87.800,15.915,12.190,14.737,15.847,16.882,18.036,18.566,21.692,24.257,0.063
