Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,5.000,1.768,1.378,1.546,1.666,1.818,2.150,2.168,2.997,2.997,0.565
5,6.400,1.565,1.065,1.458,1.607,1.730,1.891,1.935,1.992,1.992,0.639
10,9.800,1.422,1.021,1.273,1.376,1.572,1.822,1.947,2.547,2.547,0.703
15,8.800,1.411,1.011,1.242,1.407,1.464,1.528,1.886,3.597,3.597,0.709
20,7.800,1.454,1.169,1.291,1.431,1.554,1.728,1.866,1.950,1.950,0.688
25,9.200,1.454,1.122,1.315,1.454,1.533,1.843,1.922,2.117,2.117,0.688
30,9.200,1.490,1.100,1.357,1.435,1.615,1.750,1.936,2.256,2.256,0.671
35,8.000,1.456,1.170,1.347,1.449,1.596,1.660,1.672,1.760,1.760,0.687
40,10.200,1.505,1.189,1.379,1.453,1.559,1.709,1.827,3.263,3.263,0.665
45,7.200,1.434,1.193,1.339,1.442,1.522,1.545,1.748,1.892,1.892,0.697
50,7.200,1.445,1.087,1.356,1.436,1.532,1.614,1.719,2.079,2.079,0.692
55,10.200,1.408,1.107,1.286,1.406,1.512,1.599,1.743,1.911,1.911,0.710
