Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,994.800,6.800,3.294,5.402,6.680,8.059,9.085,9.630,10.909,17.107,0.147
5,999.000,6.721,2.886,5.370,6.592,7.952,9.059,9.547,10.802,15.912,0.149
10,995.400,6.847,3.154,5.412,6.719,8.173,9.237,9.805,10.887,15.365,0.146
15,970.200,6.873,2.948,5.443,6.666,8.074,9.237,9.942,13.146,25.643,0.145
20,990.400,6.880,3.269,5.490,6.738,8.162,9.231,9.821,11.050,14.558,0.145
25,983.400,6.823,2.689,5.392,6.659,8.102,9.169,9.767,11.599,16.594,0.147
30,980.600,6.825,2.782,5.337,6.585,8.063,9.219,9.871,12.689,22.211,0.147
35,935.400,7.243,3.010,5.471,6.864,8.336,9.803,12.017,17.048,26.511,0.138
40,968.200,7.043,2.862,5.378,6.709,8.199,9.404,10.782,16.178,25.209,0.142
45,998.600,6.772,2.974,5.346,6.641,8.032,9.113,9.687,11.028,17.694,0.148
50,999.000,6.801,2.593,5.395,6.672,8.055,9.149,9.708,11.056,15.872,0.147
55,984.200,6.771,3.271,5.369,6.631,7.972,9.088,9.688,11.381,17.464,0.148
60,990.400,6.808,3.091,5.419,6.703,8.071,9.105,9.654,11.169,15.464,0.147
65,985.400,6.755,3.041,5.387,6.650,8.007,9.017,9.598,11.226,17.160,0.148
70,1017.200,6.737,2.796,5.355,6.572,7.989,9.109,9.689,10.931,18.774,0.148
75,982.000,6.761,2.945,5.335,6.610,8.012,9.171,9.751,10.904,15.646,0.148
80,991.800,6.778,2.950,5.346,6.639,8.007,9.125,9.705,11.244,17.256,0.148
85,987.800,6.857,3.240,5.433,6.681,8.132,9.235,9.842,11.198,17.762,0.146
90,988.200,6.815,3.271,5.363,6.647,8.005,9.163,9.775,12.969,25.756,0.147
95,958.600,6.998,2.809,5.389,6.693,8.115,9.407,10.278,15.969,26.572,0.143
100,989.000,6.830,2.628,5.312,6.549,7.943,9.130,9.934,15.236,27.757,0.146
105,967.600,7.001,2.665,5.405,6.677,8.135,9.375,10.378,15.959,25.536,0.143
110,989.400,6.818,2.909,5.343,6.612,8.026,9.155,9.882,13.901,30.786,0.147
115,995.400,6.786,3.073,5.385,6.630,8.024,9.133,9.787,11.365,21.322,0.147
120,983.200,6.793,2.788,5.424,6.676,8.050,9.139,9.648,10.826,15.985,0.147
125,987.800,6.746,3.055,5.361,6.609,8.027,9.140,9.677,10.935,16.329,0.148
130,1005.200,6.662,2.561,5.321,6.556,7.888,8.940,9.526,10.510,15.199,0.150
135,982.600,6.823,2.961,5.385,6.696,8.091,9.261,9.898,11.043,15.960,0.147
140,994.600,6.758,2.976,5.353,6.620,7.981,9.105,9.803,10.963,16.574,0.148
145,993.800,6.757,2.852,5.327,6.628,7.992,9.044,9.653,11.142,17.846,0.148
150,972.000,6.844,3.254,5.450,6.703,8.073,9.214,9.766,11.452,18.012,0.146
155,964.800,7.273,2.869,5.454,6.796,8.339,9.802,12.509,18.220,35.647,0.137
160,966.200,6.986,3.168,5.433,6.771,8.173,9.328,10.017,15.247,24.667,0.143
165,956.600,7.020,3.233,5.454,6.754,8.192,9.391,10.178,15.166,24.104,0.142
170,982.400,6.841,2.936,5.395,6.690,8.101,9.243,9.942,11.370,17.378,0.146
175,969.000,6.915,3.030,5.460,6.799,8.149,9.335,10.023,11.366,16.745,0.145
