Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,3.400,3.653,2.228,3.004,3.419,3.805,4.951,7.270,7.270,7.270,0.274
5,3.000,2.197,1.906,1.999,2.129,2.254,2.269,3.338,3.338,3.338,0.455
10,43.200,2.379,1.663,1.957,2.153,2.558,3.114,3.405,5.227,11.542,0.420
15,82.800,2.039,1.309,1.733,1.855,2.124,2.765,3.124,3.677,5.132,0.490
20,96.200,1.875,1.366,1.634,1.738,1.945,2.366,2.840,3.303,4.504,0.533
25,92.000,1.987,1.437,1.723,1.803,2.047,2.568,3.057,3.802,7.121,0.503
30,92.400,2.036,1.382,1.753,1.858,2.148,2.724,3.105,3.674,5.291,0.491
35,81.000,2.105,1.441,1.778,1.877,2.238,2.939,3.208,4.278,5.151,0.475
40,81.200,2.142,1.415,1.754,1.871,2.361,2.960,3.380,4.634,5.904,0.467
45,80.200,2.085,1.477,1.735,1.833,2.274,2.863,3.326,3.763,6.343,0.480
50,84.200,2.068,1.378,1.744,1.858,2.164,2.798,3.220,4.272,5.943,0.483
55,85.200,2.026,1.433,1.759,1.844,2.118,2.531,3.019,3.786,6.957,0.494
