Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,83.400,2.072,1.406,1.808,1.936,2.146,2.492,2.881,4.386,13.814,0.483
5,84.000,2.043,1.452,1.842,1.975,2.094,2.404,2.777,3.448,4.627,0.490
10,88.600,1.938,1.409,1.746,1.841,1.978,2.208,2.683,3.881,4.930,0.516
15,83.200,1.827,1.215,1.703,1.782,1.874,2.014,2.187,3.473,4.459,0.547
20,92.400,1.847,1.195,1.694,1.760,1.863,2.105,2.464,3.685,5.238,0.541
25,89.200,1.922,1.478,1.759,1.816,1.971,2.216,2.559,3.517,5.880,0.520
30,81.600,1.881,1.439,1.734,1.807,1.924,2.113,2.415,3.243,5.120,0.532
35,105.600,1.870,1.284,1.717,1.774,1.896,2.177,2.474,3.701,5.624,0.535
40,90.200,1.855,1.438,1.733,1.801,1.903,2.045,2.302,3.108,4.047,0.539
45,89.600,1.848,1.324,1.708,1.783,1.868,2.106,2.401,3.222,5.911,0.541
50,91.800,1.827,1.326,1.714,1.774,1.877,2.047,2.159,3.322,5.088,0.547
55,89.800,1.822,1.298,1.694,1.767,1.868,2.038,2.301,3.160,3.905,0.549
