Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,0.200,30.089,30.089,30.089,30.089,30.089,30.089,30.089,30.089,30.089,0.033
5,0.400,17.787,17.073,17.073,18.501,18.501,18.501,18.501,18.501,18.501,0.056
10,5.200,19.408,15.795,17.107,18.596,21.887,22.287,25.534,25.824,25.824,0.052
15,7.600,18.848,13.708,16.373,18.520,21.197,23.933,26.681,27.443,27.443,0.053
20,7.400,15.989,13.445,14.504,15.281,17.409,18.159,20.565,21.007,21.007,0.063
25,7.600,17.543,14.365,15.799,16.899,18.867,21.628,22.107,23.895,23.895,0.057
30,8.800,17.609,13.906,15.525,16.306,19.638,21.818,23.425,24.484,24.484,0.057
35,7.600,18.172,14.137,15.773,17.620,19.148,22.551,25.973,28.220,28.220,0.055
40,7.400,17.680,13.029,15.445,16.206,18.459,23.182,27.060,27.954,27.954,0.057
45,6.600,17.755,12.680,15.274,16.400,20.389,23.620,24.326,24.837,24.837,0.056
50,8.400,17.270,14.067,15.348,16.414,19.436,21.441,21.750,22.515,22.515,0.058
55,8.200,17.096,14.991,15.830,16.182,17.817,18.924,21.019,26.713,26.713,0.058
