Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,99.200,7.019,3.421,5.511,6.716,8.374,9.426,10.101,12.331,15.794,0.142
5,91.800,7.381,3.846,5.884,7.380,8.637,9.863,10.284,12.297,14.497,0.135
10,91.000,7.046,3.493,5.618,6.926,8.351,9.276,9.914,11.707,13.060,0.142
15,96.600,6.665,3.300,5.406,6.510,7.874,8.655,9.288,11.444,13.318,0.150
20,96.800,7.005,3.114,5.541,7.059,8.267,9.015,9.595,12.011,13.352,0.143
25,98.200,6.917,3.692,5.589,6.849,8.056,9.081,9.590,12.545,13.513,0.145
30,94.800,7.028,3.697,5.608,6.871,8.348,9.328,10.140,11.998,14.723,0.142
35,98.600,6.715,3.479,5.343,6.674,7.967,8.916,9.401,11.332,13.486,0.149
40,92.800,7.019,3.718,5.430,7.001,8.275,9.173,10.121,12.681,15.009,0.142
45,97.400,6.824,3.594,5.355,6.742,7.949,8.891,9.425,12.711,13.957,0.147
50,98.200,6.882,3.679,5.490,6.941,8.073,8.897,9.380,11.494,13.181,0.145
55,99.800,6.805,2.876,5.457,6.639,8.078,8.900,9.253,11.754,16.343,0.147
