Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,88.600,0.875,0.651,0.807,0.868,0.929,0.992,1.037,1.131,1.552,1.142
5,87.200,0.872,0.636,0.788,0.849,0.911,0.990,1.035,1.284,6.908,1.147
10,84.400,0.882,0.625,0.799,0.866,0.943,1.008,1.046,1.294,3.243,1.134
15,86.400,0.922,0.643,0.822,0.897,0.978,1.075,1.148,1.404,5.861,1.084
20,85.600,0.900,0.674,0.810,0.880,0.960,1.033,1.087,1.239,4.852,1.111
25,94.600,0.890,0.647,0.811,0.876,0.937,1.030,1.074,1.328,2.149,1.124
30,75.800,0.885,0.664,0.795,0.854,0.920,0.991,1.053,1.324,8.341,1.130
35,81.800,0.860,0.617,0.787,0.854,0.918,0.976,1.029,1.275,1.501,1.163
40,82.400,0.881,0.639,0.798,0.869,0.938,1.026,1.102,1.251,1.714,1.135
45,88.400,0.861,0.615,0.798,0.853,0.922,0.977,1.022,1.193,1.555,1.161
50,91.000,0.864,0.668,0.798,0.857,0.921,0.983,1.027,1.143,1.214,1.157
55,87.200,0.880,0.642,0.799,0.862,0.931,1.011,1.130,1.387,1.533,1.136
60,96.200,0.892,0.634,0.813,0.877,0.944,1.018,1.107,1.403,1.750,1.121
65,88.200,0.891,0.637,0.805,0.864,0.926,1.006,1.053,1.475,6.116,1.123
70,89.600,0.869,0.623,0.784,0.854,0.924,1.002,1.066,1.327,2.631,1.151
75,92.000,0.879,0.635,0.792,0.860,0.930,1.003,1.072,1.407,3.866,1.138
80,85.400,0.866,0.638,0.793,0.852,0.925,0.993,1.049,1.191,1.539,1.155
85,85.200,0.904,0.643,0.818,0.878,0.971,1.043,1.097,1.343,2.649,1.106
90,85.600,0.867,0.650,0.791,0.860,0.923,1.001,1.052,1.164,1.350,1.154
95,89.200,0.867,0.665,0.799,0.855,0.919,0.992,1.030,1.272,1.573,1.153
100,83.600,0.881,0.611,0.783,0.852,0.922,0.991,1.032,1.340,8.868,1.135
105,87.600,0.879,0.629,0.799,0.867,0.935,1.016,1.071,1.241,3.291,1.137
110,86.600,0.881,0.633,0.796,0.864,0.929,1.015,1.089,1.365,2.841,1.135
115,93.400,0.878,0.649,0.798,0.870,0.936,1.016,1.072,1.275,1.551,1.138
120,93.200,0.877,0.612,0.813,0.871,0.933,0.986,1.034,1.374,1.497,1.141
125,89.200,0.879,0.583,0.797,0.862,0.937,1.003,1.052,1.437,2.700,1.138
130,96.000,0.866,0.635,0.787,0.843,0.914,0.980,1.021,1.292,6.480,1.154
135,92.400,0.886,0.633,0.806,0.866,0.934,1.007,1.065,1.236,5.727,1.129
140,100.600,0.876,0.649,0.798,0.868,0.939,1.007,1.059,1.221,1.397,1.142
145,96.200,0.869,0.631,0.796,0.857,0.931,0.995,1.043,1.225,1.623,1.151
150,83.600,0.882,0.602,0.803,0.864,0.940,1.006,1.066,1.392,1.566,1.134
155,81.800,0.873,0.652,0.788,0.853,0.923,0.997,1.036,1.299,4.921,1.146
160,84.600,0.906,0.650,0.822,0.893,0.970,1.044,1.088,1.274,3.050,1.104
165,83.000,0.880,0.626,0.809,0.862,0.941,1.019,1.071,1.198,1.248,1.136
170,84.000,0.881,0.631,0.803,0.876,0.941,1.008,1.059,1.297,1.745,1.135
175,90.600,0.899,0.668,0.813,0.877,0.949,1.031,1.076,1.488,2.902,1.112
