Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,9.000,11.451,10.430,10.873,11.137,11.528,11.957,12.176,23.116,23.116,0.087
5,9.000,10.899,10.164,10.634,10.792,11.075,11.398,11.468,12.674,12.674,0.092
10,10.800,9.604,8.316,8.852,9.099,10.456,11.276,11.444,13.980,13.980,0.104
15,12.200,9.154,8.455,8.953,9.044,9.318,9.665,9.725,10.062,10.062,0.109
20,10.800,9.154,8.214,8.899,9.083,9.358,9.540,9.893,10.690,10.690,0.109
25,11.800,9.074,8.399,8.781,9.037,9.180,9.480,9.759,12.102,12.102,0.110
30,15.600,8.984,8.306,8.764,8.919,9.076,9.290,9.720,12.673,12.673,0.111
35,10.200,9.055,8.447,8.695,8.947,9.065,9.281,10.539,11.860,11.860,0.110
40,11.600,9.001,8.417,8.742,8.884,9.048,9.464,10.533,11.161,11.161,0.111
45,13.600,8.943,8.433,8.712,8.897,9.060,9.493,9.589,10.427,10.427,0.112
50,11.000,10.864,8.485,8.690,8.878,9.134,9.667,34.736,50.085,50.085,0.092
55,12.000,8.976,8.079,8.735,8.878,8.996,9.616,9.957,11.695,11.695,0.111
