Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,10.600,1.338,0.911,1.184,1.260,1.388,1.484,1.702,4.749,4.749,0.747
5,14.600,1.198,0.904,1.116,1.181,1.280,1.346,1.403,1.464,1.464,0.835
10,10.600,1.229,0.874,1.157,1.240,1.308,1.398,1.434,1.543,1.543,0.814
15,13.200,1.182,0.910,1.095,1.176,1.265,1.317,1.356,1.442,1.442,0.846
20,12.400,1.228,0.852,1.153,1.228,1.321,1.374,1.381,1.487,1.487,0.814
25,10.600,1.202,0.825,1.115,1.218,1.300,1.411,1.435,1.466,1.466,0.832
30,12.200,1.201,0.819,1.128,1.202,1.250,1.385,1.424,1.476,1.476,0.833
35,12.000,1.234,0.911,1.159,1.231,1.332,1.390,1.440,1.780,1.780,0.810
40,11.400,1.215,0.873,1.135,1.210,1.297,1.421,1.454,1.467,1.467,0.823
45,12.800,1.183,0.848,1.121,1.210,1.264,1.355,1.396,1.532,1.532,0.845
50,9.600,1.291,0.944,1.190,1.286,1.403,1.461,1.524,1.638,1.638,0.774
55,11.400,1.266,0.818,1.180,1.289,1.344,1.401,1.500,1.565,1.565,0.790
