Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,274.200,3.642,0.465,1.985,3.145,4.846,5.687,6.796,10.989,64.178,0.275
5,296.600,3.367,0.433,1.926,2.338,4.542,5.440,6.081,10.206,89.393,0.297
10,290.000,3.446,0.428,1.940,3.108,4.670,5.535,6.542,10.017,11.283,0.290
15,297.600,3.356,0.436,1.916,3.059,4.477,5.469,5.891,9.881,35.989,0.298
20,302.200,3.307,0.418,1.896,2.502,4.495,5.348,5.775,9.960,15.444,0.302
25,302.000,3.311,0.412,1.882,2.349,4.497,5.344,6.002,9.853,12.369,0.302
30,301.800,3.311,0.434,1.868,3.113,4.585,5.373,5.749,9.755,16.058,0.302
35,310.600,3.217,0.375,1.837,2.168,4.451,5.385,5.978,8.780,46.941,0.311
40,303.200,3.295,0.381,1.821,3.072,4.523,5.427,7.533,8.935,11.580,0.304
45,305.800,3.269,0.370,1.858,3.062,4.546,5.395,5.933,8.886,10.795,0.306
50,242.200,4.127,0.406,2.106,3.759,5.550,7.028,8.310,11.092,54.060,0.242
55,272.400,3.666,0.432,1.970,3.326,5.043,6.008,7.183,10.475,44.678,0.273
