Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,9.800,0.775,0.465,0.581,0.652,0.852,1.158,1.533,2.309,2.309,1.291
5,12.600,0.532,0.433,0.494,0.525,0.560,0.603,0.630,0.659,0.659,1.878
10,10.000,0.516,0.428,0.483,0.508,0.534,0.597,0.611,0.646,0.646,1.938
15,12.000,0.488,0.436,0.459,0.478,0.510,0.538,0.557,0.629,0.629,2.051
20,10.400,0.495,0.418,0.453,0.486,0.515,0.542,0.612,0.733,0.733,2.019
25,10.200,0.471,0.412,0.451,0.467,0.487,0.508,0.533,0.559,0.559,2.122
30,12.800,0.475,0.434,0.461,0.472,0.486,0.507,0.514,0.565,0.565,2.107
35,12.800,0.452,0.375,0.426,0.453,0.482,0.494,0.506,0.530,0.530,2.212
40,9.400,0.435,0.381,0.403,0.424,0.447,0.493,0.518,0.675,0.675,2.301
45,12.000,0.416,0.370,0.401,0.412,0.426,0.450,0.463,0.523,0.523,2.405
50,8.600,0.496,0.406,0.465,0.484,0.517,0.574,0.632,0.681,0.681,2.015
55,9.400,0.494,0.432,0.459,0.483,0.523,0.565,0.569,0.631,0.631,2.026
