Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,238,238.000,708,2331,3627,4193,5392,6799,7614,12176,23116
1,244,244.000,590,2262,3409,4086,5435,6402,7016,11385,11557
2,257,257.000,466,2802,3207,3885,4919,5959,6962,11256,11957
3,250,250.000,474,2800,3535,3996,5124,6254,6962,11224,11575
4,261,261.000,435,2776,3298,3839,5127,6132,6672,11012,11169
5,254,254.000,429,2133,3115,3918,4706,6199,6951,11468,42472
6,266,266.000,452,2172,3373,3760,4811,5959,6746,10912,11101
7,262,262.000,417,2786,3443,3811,4982,6148,6416,10932,11013
8,244,244.000,441,2699,3602,4096,4992,6288,10254,12058,39792
9,257,257.000,479,2045,3421,3884,5100,6318,7374,11075,11180
10,216,216.000,439,2883,3812,4641,5345,6430,10614,13980,97518
11,264,264.000,438,2272,3475,3775,4879,6082,6692,10908,11276
12,297,297.000,459,1878,3158,3351,4466,5597,6881,9229,10358
13,299,299.000,458,1907,2206,3356,4601,5598,6377,9484,9960
14,303,303.000,442,1840,2941,3279,4483,5510,5818,9004,10020
15,305,305.000,410,1862,2444,3273,4537,5492,6007,9642,9890
16,305,305.000,424,1910,2379,3277,4595,5542,6103,9360,9621
17,300,300.000,421,1885,2868,3326,4711,5602,5924,9090,9145
18,286,286.000,428,1889,3253,3496,4783,5698,8860,9665,10062
19,297,297.000,401,1876,2583,3365,4828,5537,7261,9076,9678
20,305,305.000,399,1890,2481,3278,4556,5449,5937,9313,9503
21,304,304.000,427,1904,2256,3286,4528,5487,6985,9355,9715
22,301,301.000,418,1879,2337,3310,4708,5470,5842,9327,10690
23,299,299.000,405,1863,2219,3336,4462,5543,5863,9158,54942
24,306,306.000,376,1879,2172,3274,4516,5512,6201,9424,9893
25,298,298.000,433,1904,3123,3356,4847,5647,5883,9178,10449
26,302,302.000,402,1878,2191,3311,4528,5593,6059,9269,12102
27,286,286.000,430,1906,3169,3481,4759,5618,8627,9625,9815
28,310,310.000,408,1854,2124,3242,4445,5620,6583,9124,9250
29,314,314.000,390,1838,2138,3159,4476,5309,5668,9078,9385
30,301,301.000,413,1867,3215,3330,4611,5393,5906,9003,9284
31,289,289.000,396,1898,3290,3446,4683,5700,8449,9086,9182
32,279,279.000,442,1889,3472,3584,4780,5764,8909,9477,10579
33,304,304.000,399,1844,2783,3290,4610,5512,6010,9263,9720
34,284,284.000,407,1884,3285,3517,4784,5737,8764,9177,12673
35,299,299.000,408,1911,3189,3336,4714,5408,5830,8994,11860
36,306,306.000,407,1871,2086,3272,4625,5530,6902,9065,10539
37,298,298.000,411,1887,3191,3351,4678,5502,6965,9104,9744
38,305,305.000,397,1866,2304,3275,4739,5489,5953,8996,9264
39,292,292.000,396,1838,2180,3416,4733,5689,6127,9071,53575
40,304,304.000,378,1871,2228,3292,4526,5544,6752,9137,11161
41,313,313.000,397,1831,2138,3184,4515,5499,5801,8895,12293
42,312,312.000,404,1871,2261,3203,4462,5452,5876,8777,8886
43,304,304.000,417,1896,2182,3292,4558,5677,6689,9066,10533
44,289,289.000,409,1887,3285,3465,4746,5527,8417,9100,11093
45,294,294.000,383,1897,3325,3384,4559,5483,6037,9126,9593
46,288,288.000,381,1895,3403,3475,4672,5673,8479,9097,9525
47,287,287.000,411,1876,3378,3477,4814,5560,6316,9333,9539
48,310,310.000,395,1835,3137,3220,4228,5251,5699,9060,9686
49,284,284.000,402,1900,3322,3543,4819,5639,8679,9008,10427
50,290,290.000,371,1847,3323,3427,4628,5608,7447,9052,10363
51,298,298.000,400,1849,3179,3343,4692,5513,5979,9033,9667
52,108,108.000,388,1928,3620,9412,5700,38234,48474,50085,64386
53,191,191.000,419,1882,3877,5155,5166,7460,9144,48393,65420
54,320,320.000,395,1810,2157,3117,4380,5271,6481,9168,10089
55,312,312.000,377,1796,2407,3202,4600,5152,5977,8956,9079
56,300,300.000,387,1859,2880,3327,4650,5532,8558,9136,9672
57,301,301.000,387,1824,3016,3322,4590,5368,5829,8996,38728
58,301,301.000,382,1864,2691,3325,4736,5528,6000,9222,11695
59,324,324.000,383,1815,2032,3067,4298,5286,5874,8820,11351
