Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,11.800,11.412,9.492,9.953,10.209,10.729,11.690,12.875,64.178,64.178,0.088
5,11.200,10.013,9.238,9.657,9.816,10.206,10.907,11.359,11.904,11.904,0.100
10,12.400,9.895,9.225,9.632,9.843,10.009,10.209,10.773,11.283,11.283,0.101
15,10.600,9.727,9.301,9.522,9.657,9.837,10.050,10.429,10.713,10.713,0.103
20,11.600,9.828,9.062,9.426,9.667,9.964,10.277,10.411,15.444,15.444,0.102
25,13.400,9.719,8.990,9.360,9.638,9.851,10.097,10.927,12.369,12.369,0.103
30,9.200,9.761,8.512,9.343,9.599,9.856,10.028,10.602,16.058,16.058,0.102
35,11.800,9.409,8.230,8.413,8.550,8.780,9.646,11.223,46.941,46.941,0.106
40,14.200,8.809,8.103,8.538,8.714,8.878,9.082,9.708,11.580,11.580,0.114
45,11.600,8.753,8.241,8.551,8.727,8.896,9.068,9.214,10.795,10.795,0.114
50,8.200,10.781,8.957,10.437,10.693,11.068,11.428,12.031,12.472,12.472,0.093
55,10.800,10.292,8.926,9.816,10.202,10.429,11.582,11.780,12.511,12.511,0.097
