Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,105.200,2.861,1.769,2.119,2.887,3.109,3.336,3.545,5.561,58.295,0.349
5,101.400,2.914,1.719,2.041,2.888,3.056,3.234,3.399,4.722,120.544,0.343
10,108.800,2.666,1.713,2.035,2.858,3.041,3.195,3.302,5.330,6.144,0.375
15,109.600,2.643,1.696,2.004,2.827,3.042,3.236,3.386,4.455,6.249,0.378
20,112.800,2.598,1.669,1.960,2.736,2.999,3.162,3.277,5.743,8.195,0.385
25,125.400,2.533,1.661,1.934,2.707,2.959,3.122,3.228,4.086,5.895,0.395
30,111.200,2.356,1.740,1.996,2.120,2.495,3.142,3.432,4.342,9.804,0.424
35,126.400,2.163,1.734,1.988,2.076,2.190,2.370,2.667,4.391,6.015,0.462
40,125.800,2.027,1.675,1.849,1.939,2.064,2.244,2.502,4.259,5.406,0.493
45,134.800,1.958,1.635,1.813,1.880,1.974,2.081,2.252,4.270,4.943,0.511
50,133.200,1.973,1.691,1.826,1.902,1.991,2.104,2.253,4.228,5.451,0.507
55,135.400,1.991,1.657,1.819,1.901,2.001,2.147,2.564,4.015,4.890,0.502
