Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
4,Delivery,1694007021.692630,23116,0,1
2,Payment,1694007021.715849,11921,0,1
2,Payment,1694007021.727793,5039,0,1
2,Payment,1694007021.732846,4035,0,1
1,NewOrder,1694007021.736893,11679,0,1
2,Payment,1694007021.748587,4205,0,1
2,Payment,1694007021.752805,3973,0,1
2,Payment,1694007021.756790,2534,0,1
1,NewOrder,1694007021.759336,4831,0,1
1,NewOrder,1694007021.764178,8170,0,1
2,Payment,1694007021.772364,3693,0,1
2,Payment,1694007021.776071,4418,0,1
2,Payment,1694007021.780504,2461,0,1
1,NewOrder,1694007021.782977,7219,0,1
2,Payment,1694007021.790214,4076,0,1
1,NewOrder,1694007021.794307,4969,0,1
1,NewOrder,1694007021.799292,6371,0,1
1,NewOrder,1694007021.805677,3826,0,1
2,Payment,1694007021.809515,3520,0,1
5,StockLevel,1694007021.813049,2121,0,1
2,Payment,1694007021.815182,2446,0,1
1,NewOrder,1694007021.817641,7614,0,1
2,Payment,1694007021.825267,3317,0,1
2,Payment,1694007021.828596,2287,0,1
2,Payment,1694007021.830895,3446,0,1
2,Payment,1694007021.834353,3705,0,1
1,NewOrder,1694007021.838070,4461,0,1
3,OrderStatus,1694007021.842544,1906,0,1
2,Payment,1694007021.844462,2172,0,1
2,Payment,1694007021.846646,4538,0,1
5,StockLevel,1694007021.851196,1545,0,1
1,NewOrder,1694007021.852752,5875,0,1
2,Payment,1694007021.858643,3376,0,1
1,NewOrder,1694007021.862032,4376,0,1
1,NewOrder,1694007021.866420,6175,0,1
2,Payment,1694007021.872607,3416,0,1
2,Payment,1694007021.876035,3647,0,1
1,NewOrder,1694007021.879694,3895,0,1
1,NewOrder,1694007021.883601,5622,0,1
1,NewOrder,1694007021.889240,4077,0,1
2,Payment,1694007021.893331,2285,0,1
2,Payment,1694007021.895627,2178,0,1
2,Payment,1694007021.897818,3100,0,1
1,NewOrder,1694007021.900939,5461,0,1
5,StockLevel,1694007021.906415,1351,0,1
1,NewOrder,1694007021.907777,5745,0,1
1,NewOrder,1694007021.913535,4955,0,1
2,Payment,1694007021.918505,2267,0,1
1,NewOrder,1694007021.920785,4730,0,1
2,Payment,1694007021.925528,3255,0,1
1,NewOrder,1694007021.928796,6306,0,1
2,Payment,1694007021.935118,3627,0,1
2,Payment,1694007021.938758,2135,0,1
1,NewOrder,1694007021.940906,5952,0,1
2,Payment,1694007021.946876,3525,0,1
1,NewOrder,1694007021.950415,6892,0,1
2,Payment,1694007021.957328,4041,0,1
2,Payment,1694007021.961390,3110,0,1
1,NewOrder,1694007021.964518,7213,0,1
1,NewOrder,1694007021.971748,3641,0,1
5,StockLevel,1694007021.975401,1362,0,1
1,NewOrder,1694007021.976775,6780,0,1
2,Payment,1694007021.983568,2117,0,1
2,Payment,1694007021.985697,3157,0,1
1,NewOrder,1694007021.988874,6022,0,1
1,NewOrder,1694007021.994914,6015,0,1
5,StockLevel,1694007022.000948,1385,0,1
2,Payment,1694007022.002345,2735,0,1
2,Payment,1694007022.005092,3212,0,1
2,Payment,1694007022.008316,2567,0,1
1,NewOrder,1694007022.010896,4312,0,1
1,NewOrder,1694007022.015224,4857,0,1
1,NewOrder,1694007022.020096,4960,0,1
1,NewOrder,1694007022.025073,4109,0,1
2,Payment,1694007022.029198,3296,0,1
1,NewOrder,1694007022.032511,6148,0,1
1,NewOrder,1694007022.038686,6964,0,1
1,NewOrder,1694007022.045676,3841,0,1
5,StockLevel,1694007022.049539,1343,0,1
2,Payment,1694007022.050895,2262,0,1
1,NewOrder,1694007022.053170,4131,0,1
1,NewOrder,1694007022.057319,4181,0,1
2,Payment,1694007022.061523,3203,0,1
1,NewOrder,1694007022.064749,7905,0,1
2,Payment,1694007022.072679,2568,0,1
5,StockLevel,1694007022.075272,1445,0,1
4,Delivery,1694007022.076732,12576,0,1
1,NewOrder,1694007022.089356,7487,0,1
1,NewOrder,1694007022.096865,5101,0,1
1,NewOrder,1694007022.101980,7891,0,1
1,NewOrder,1694007022.109890,3900,0,1
1,NewOrder,1694007022.113807,3517,0,1
1,NewOrder,1694007022.117337,6643,0,1
2,Payment,1694007022.123995,2220,0,1
1,NewOrder,1694007022.126227,5759,0,1
1,NewOrder,1694007022.132051,3836,0,1
2,Payment,1694007022.135899,3208,0,1
2,Payment,1694007022.139120,3051,0,1
2,Payment,1694007022.142182,3245,0,1
2,Payment,1694007022.145439,2135,0,1
2,Payment,1694007022.147587,2072,0,1
2,Payment,1694007022.149674,2303,0,1
