Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,212,212.000,1118,2981,3935,4730,5704,7115,8527,15583,58295
1,230,230.000,827,2684,3657,4319,5524,6435,7404,11554,50676
2,256,256.000,526,2365,3300,3902,5169,6203,6918,11088,11199
3,235,235.000,456,2794,3418,4264,5367,6898,10843,12224,13860
4,267,267.000,499,2607,3195,3728,4660,6031,6833,10940,12872
5,248,248.000,464,2886,3662,4036,5180,6349,6876,11049,12096
6,216,216.000,493,2779,3242,4612,5124,6648,10799,12687,120544
7,253,253.000,436,2312,3610,3963,5250,6294,6746,11623,11845
8,263,263.000,428,2109,3580,3797,5034,6052,6667,10749,10947
9,256,256.000,440,2780,3477,3898,5002,6228,6778,10876,13510
10,252,252.000,424,2788,3433,3963,5184,6350,8160,10763,10920
11,264,264.000,430,2574,3240,3777,5097,5847,6395,10567,10761
12,252,252.000,462,2762,3625,3961,5068,6091,6632,11013,14493
13,252,252.000,443,2692,3544,3965,5206,6155,6673,10722,11112
14,253,253.000,415,2709,3619,3947,5039,6061,7095,10618,10901
15,261,261.000,414,2472,3320,3860,5122,6208,6919,10817,10901
16,244,244.000,433,2661,3814,4072,5265,6392,7056,11019,11636
17,239,239.000,436,2760,3524,4170,5611,6496,10446,10927,11122
18,268,268.000,392,2599,3189,3749,4399,5614,6054,11289,51933
19,255,255.000,405,2451,3427,3899,5000,6302,7295,10975,11266
20,260,260.000,394,2550,3283,3846,5092,6091,7268,10513,10832
21,250,250.000,392,2437,3440,3987,5097,6533,10160,11061,13496
22,254,254.000,417,2664,3239,3935,4858,6183,10532,11042,11441
23,261,261.000,423,2022,3277,3848,4929,6243,9302,10898,11373
24,244,244.000,418,2447,3375,4082,5356,6571,10441,10799,11020
25,277,277.000,395,2096,2976,3613,4832,5907,6708,10741,11122
26,273,273.000,403,2512,3108,3653,4569,5920,6791,10653,10744
27,252,252.000,417,2120,3472,3960,5196,6360,10301,10740,10901
28,272,272.000,399,2043,3140,3674,4804,5983,6749,10754,11293
29,268,268.000,374,2138,3106,3727,4810,6208,6674,10619,11040
30,246,246.000,398,2846,3734,4072,5142,6293,7189,10845,11345
31,227,227.000,466,2378,3700,4397,5746,7226,8078,12707,13386
32,279,279.000,467,2009,3423,3577,5033,5931,6242,9969,10494
33,297,297.000,436,1981,2287,3364,4703,5841,6864,10096,10262
34,273,273.000,462,2024,2560,3669,5208,6071,7591,10089,10379
35,293,293.000,434,2052,2343,3402,4659,5955,6603,10175,11069
36,273,273.000,444,2064,3331,3859,5117,5989,6810,10153,64599
37,286,286.000,450,2038,2339,3307,4580,5856,6237,10033,10219
38,276,276.000,461,2004,3017,3629,5082,6176,7373,10049,12081
39,288,288.000,410,1986,3293,3473,4809,5765,6093,9878,10542
40,286,286.000,443,1991,2332,3480,5023,6057,7137,10028,10433
41,302,302.000,403,1904,3129,3318,4552,5491,5863,8921,11741
42,314,314.000,387,1857,2502,3172,4281,5278,5687,8802,10984
43,297,297.000,398,1905,3120,3369,4606,5405,6086,10012,11505
44,286,286.000,390,1880,3228,3492,4857,5621,8453,8954,9126
45,315,315.000,403,1850,2121,3179,4447,5360,6356,8994,9197
46,312,312.000,392,1827,2060,3194,4443,5463,6980,8927,9074
47,312,312.000,384,1831,2099,3200,4479,5455,6175,9174,10298
48,294,294.000,406,1880,3425,3410,4713,5420,8394,9086,9388
49,309,309.000,393,1862,3088,3224,4429,5434,5920,8914,9237
50,315,315.000,387,1877,2314,3192,4427,5266,5835,8930,12606
51,305,305.000,415,1891,3266,3281,4515,5359,5690,8965,9229
52,309,309.000,386,1863,2072,3209,4518,5438,6522,8897,9025
53,292,292.000,400,1877,3245,3429,4645,5403,8247,9004,9123
54,308,308.000,409,1859,2123,3237,4426,5254,5574,9028,45787
55,302,302.000,393,1853,3120,3321,4639,5380,7441,8898,9099
56,309,309.000,383,1878,3013,3232,4374,5398,5714,9099,9202
57,311,311.000,398,1873,2114,3205,4652,5490,6496,8824,10713
58,318,318.000,380,1827,2088,3155,4374,5483,6997,9204,12050
59,295,295.000,379,1866,3142,3360,4556,5538,8846,9507,9877
