Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,15.600,9.547,8.385,8.799,9.125,9.705,11.049,11.969,16.084,16.084,0.105
5,17.000,9.713,8.551,9.396,9.625,9.962,10.352,11.275,13.499,13.499,0.103
10,13.400,10.196,9.218,9.667,9.899,10.261,11.336,12.511,14.482,14.482,0.098
15,13.000,9.908,8.516,9.448,9.738,10.234,10.606,11.251,14.861,14.861,0.101
20,15.600,9.456,8.559,8.889,9.080,9.591,10.858,11.649,13.400,13.400,0.106
25,13.400,9.398,8.732,8.905,9.114,9.624,9.959,11.210,13.425,13.425,0.106
30,15.800,9.526,8.633,8.951,9.331,9.602,10.597,11.724,13.775,13.775,0.105
35,14.600,9.178,7.138,9.033,9.146,9.491,9.765,10.387,11.414,11.414,0.109
40,19.400,7.591,6.950,7.224,7.413,7.729,8.041,8.818,11.286,11.286,0.132
45,20.800,7.242,6.699,7.014,7.113,7.265,7.517,7.959,9.985,10.846,0.138
50,21.600,7.244,6.836,7.159,7.246,7.320,7.409,7.473,7.647,8.414,0.138
55,22.000,7.306,6.913,7.179,7.284,7.381,7.527,7.580,8.513,8.690,0.137
