Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,13.800,0.933,0.702,0.812,0.897,0.976,1.165,1.337,1.642,1.642,1.072
5,14.200,0.877,0.702,0.808,0.863,0.904,0.960,1.021,1.633,1.633,1.141
10,14.800,0.883,0.694,0.815,0.897,0.942,0.990,1.036,1.054,1.054,1.133
15,17.600,0.860,0.651,0.787,0.856,0.911,0.981,1.012,1.391,1.391,1.163
20,15.000,0.846,0.633,0.755,0.841,0.912,0.981,1.008,1.138,1.138,1.182
25,17.000,0.838,0.666,0.767,0.822,0.906,0.959,1.010,1.158,1.158,1.193
30,15.600,0.860,0.655,0.798,0.849,0.917,0.992,1.031,1.431,1.431,1.163
35,17.000,0.980,0.721,0.906,0.969,1.043,1.141,1.182,1.364,1.364,1.020
40,18.600,0.956,0.772,0.889,0.959,1.010,1.070,1.117,1.145,1.145,1.046
45,19.000,0.953,0.758,0.878,0.948,1.000,1.068,1.109,1.702,1.702,1.049
50,13.000,1.020,0.776,0.952,1.012,1.079,1.129,1.137,1.508,1.508,0.980
55,19.000,0.958,0.784,0.871,0.945,1.007,1.076,1.085,1.598,1.598,1.044
