Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,356.800,2.796,0.417,1.445,2.250,3.863,5.073,6.313,9.936,15.442,0.358
5,372.600,2.681,0.400,0.991,2.232,3.841,4.945,5.613,9.885,13.116,0.373
10,408.600,2.442,0.433,0.903,2.225,3.727,4.573,5.058,8.410,11.200,0.409
15,476.200,2.097,0.378,0.795,1.077,3.238,3.999,4.287,7.226,8.170,0.477
20,477.200,2.094,0.352,0.787,1.077,3.184,4.000,4.276,7.134,7.384,0.478
25,465.200,2.146,0.371,0.790,1.027,3.238,4.119,6.603,7.245,12.187,0.466
30,477.400,2.093,0.363,0.783,1.082,3.124,3.968,4.285,7.192,8.711,0.478
35,475.200,2.103,0.358,0.785,1.026,3.265,4.030,4.318,7.213,7.350,0.476
40,470.800,2.120,0.368,0.823,0.986,3.235,4.198,4.522,7.516,11.998,0.472
45,474.800,2.104,0.353,0.784,1.059,3.257,4.023,4.356,7.187,8.755,0.475
50,485.000,2.060,0.358,0.780,0.984,3.116,4.001,4.286,7.212,8.014,0.485
55,468.600,2.129,0.361,0.778,1.786,3.247,4.010,4.304,7.261,8.056,0.470
