Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,15.600,9.479,8.504,8.790,9.135,9.718,10.315,10.824,15.442,15.442,0.105
5,13.400,9.358,7.763,8.522,9.107,9.920,10.811,12.018,13.116,13.116,0.107
10,17.000,8.327,7.581,8.050,8.151,8.359,8.910,9.508,11.200,11.200,0.120
15,17.000,7.159,6.814,7.038,7.136,7.235,7.331,7.385,8.170,8.170,0.140
20,18.400,7.058,6.751,6.961,7.080,7.139,7.201,7.249,7.384,7.384,0.142
25,22.000,7.184,6.749,6.996,7.094,7.199,7.420,7.611,9.051,12.187,0.139
30,19.600,7.090,6.743,7.003,7.088,7.165,7.267,7.340,7.820,7.820,0.141
35,20.400,7.117,6.765,7.036,7.129,7.204,7.260,7.283,7.334,7.350,0.141
40,18.000,7.508,6.818,7.201,7.430,7.517,7.767,8.271,11.998,11.998,0.133
45,17.600,7.179,6.757,7.029,7.105,7.195,7.605,7.895,8.755,8.755,0.139
50,19.000,7.141,6.621,7.054,7.140,7.218,7.320,7.368,8.014,8.014,0.140
55,21.000,7.131,6.712,6.999,7.116,7.257,7.361,7.444,7.553,8.056,0.140
