Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,160.800,3.792,1.958,2.908,3.692,4.538,5.181,5.485,6.347,8.496,0.264
5,173.800,3.788,1.878,2.965,3.709,4.516,5.138,5.413,6.471,8.093,0.264
10,188.600,3.569,2.158,2.854,3.507,4.232,4.680,4.844,5.410,9.501,0.280
15,219.600,3.131,1.934,2.524,3.124,3.761,4.042,4.264,4.335,6.790,0.319
20,219.400,3.111,1.912,2.534,3.093,3.722,4.045,4.248,4.301,4.373,0.321
25,205.200,3.168,1.688,2.513,3.099,3.775,4.197,4.302,4.953,8.775,0.316
30,218.200,3.097,1.617,2.520,3.073,3.667,4.019,4.235,4.327,8.711,0.323
35,212.800,3.121,1.644,2.529,3.120,3.768,4.070,4.261,4.333,5.321,0.320
40,203.600,3.235,1.627,2.625,3.204,3.842,4.287,4.484,4.678,7.070,0.309
45,214.200,3.177,1.780,2.562,3.131,3.769,4.197,4.283,4.742,6.381,0.315
50,216.000,3.103,1.782,2.517,3.093,3.742,4.050,4.251,4.323,4.431,0.322
55,213.600,3.117,1.591,2.515,3.077,3.745,4.082,4.228,4.365,6.012,0.321
