Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,14.600,1.045,0.416,0.530,1.133,1.222,1.440,2.152,3.074,3.074,0.957
5,12.400,0.931,0.418,0.523,1.130,1.185,1.223,1.230,1.350,1.350,1.074
10,13.800,0.918,0.426,0.498,1.146,1.182,1.225,1.281,1.384,1.384,1.089
15,14.000,0.949,0.398,0.487,1.125,1.177,1.244,1.251,2.122,2.122,1.054
20,16.400,0.828,0.391,0.420,1.093,1.140,1.216,1.241,1.339,1.339,1.208
25,15.200,0.784,0.387,0.420,1.078,1.143,1.183,1.196,1.259,1.259,1.275
30,15.600,0.839,0.372,0.421,1.093,1.136,1.177,1.209,1.260,1.260,1.191
35,15.800,0.773,0.383,0.414,0.585,1.114,1.183,1.273,1.467,1.467,1.294
40,19.400,0.434,0.359,0.401,0.424,0.448,0.477,0.493,0.974,0.974,2.304
45,18.200,0.406,0.360,0.390,0.396,0.408,0.433,0.465,0.927,0.927,2.462
50,19.200,0.414,0.370,0.391,0.403,0.418,0.453,0.482,0.670,0.670,2.413
55,16.600,0.411,0.364,0.390,0.402,0.415,0.439,0.490,0.607,0.607,2.431
