Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,314,314.000,790,1625,2650,3182,4293,5514,7938,10186,15442
1,350,350.000,685,1517,1784,2843,4166,5260,5909,9755,10427
2,357,357.000,428,1437,2057,2797,3821,5056,8737,10315,13572
3,388,388.000,444,1398,2246,2583,3624,4703,5185,8934,10400
4,375,375.000,417,1438,2053,2646,3623,4858,5883,8963,9190
5,370,370.000,437,1429,2246,2701,3839,4911,5492,9181,12865
6,365,365.000,400,1434,2284,2732,3873,5112,5674,9582,10811
7,354,354.000,434,1352,2090,2827,4102,5133,5534,10035,10936
8,381,381.000,441,920,2012,2627,3583,4906,5580,9916,13116
9,393,393.000,445,911,2273,2534,3751,4739,6532,8760,13056
10,405,405.000,463,906,2225,2458,3751,4559,7833,8291,8350
11,408,408.000,451,915,1677,2451,3673,4632,5012,8553,10741
12,398,398.000,451,914,2255,2508,3865,4787,7552,8553,9508
13,419,419.000,436,886,2188,2378,3677,4489,4802,8731,10662
14,413,413.000,433,893,2259,2420,3721,4495,4786,8174,11200
15,462,462.000,393,806,1113,2158,3366,4031,4323,7236,8170
16,486,486.000,392,793,1965,2054,3155,3999,4244,7251,7334
17,482,482.000,383,788,1009,2075,3314,3960,4266,7199,7492
18,475,475.000,385,792,1962,2103,3133,3963,4365,7317,7385
19,476,476.000,378,796,1066,2096,3303,3986,4273,7173,7282
20,464,464.000,352,793,2005,2150,3310,4038,4295,7186,7338
21,469,469.000,376,790,987,2140,3280,3993,6866,7177,7267
22,484,484.000,360,782,1000,2053,3258,3945,4270,7145,7384
23,463,463.000,378,786,2026,2156,3265,4042,4294,7112,7190
24,506,506.000,385,782,948,1978,3093,3860,4233,7090,7201
25,474,474.000,373,787,981,2103,3111,4069,6913,7199,7450
26,461,461.000,371,792,1041,2165,3318,4085,4793,7462,9051
27,502,502.000,383,782,882,1991,3056,3968,4249,7094,7377
28,423,423.000,374,801,2004,2358,3480,4431,6996,7786,12187
29,466,466.000,374,800,2004,2142,3143,4070,4357,7245,7363
30,502,502.000,374,784,1014,1993,3118,3935,4170,7066,7507
31,474,474.000,363,784,2002,2104,3130,3819,4318,7228,7351
32,464,464.000,370,775,1948,2156,3211,4053,6806,7204,8711
33,495,495.000,368,783,906,2013,3073,3984,4261,7238,7325
34,452,452.000,385,785,2046,2212,3230,4038,7005,7165,7378
35,485,485.000,358,784,959,2057,3182,4030,4297,7222,7334
36,476,476.000,364,787,2001,2100,3170,4003,4296,7213,7316
37,448,448.000,369,785,2030,2226,3346,4035,7016,7230,7314
38,489,489.000,371,782,898,2043,3320,4105,4302,7191,7350
39,478,478.000,373,788,1028,2094,3189,4002,4308,7163,7256
40,475,475.000,368,787,1968,2100,3145,3954,4297,7160,7270
41,475,475.000,368,821,986,2102,3257,4192,4523,7497,7964
42,452,452.000,393,830,2061,2208,3274,4209,4500,7567,11998
43,472,472.000,395,829,968,2115,3177,4282,4654,7565,8532
44,480,480.000,368,828,930,2079,3134,4200,4644,7615,10484
45,459,459.000,353,787,2008,2178,3312,3996,5391,7166,7605
46,458,458.000,369,786,1154,2184,3401,4232,4995,7733,8374
47,475,475.000,361,789,1296,2100,3227,4085,4394,7195,8755
48,495,495.000,371,780,947,2015,3123,3780,4256,7105,7246
49,487,487.000,361,778,963,2049,3092,4047,4292,7243,8295
50,507,507.000,358,776,881,1969,3074,3968,4260,7173,7320
51,482,482.000,367,785,1059,2073,3119,3989,4274,7249,8014
52,500,500.000,369,781,996,1999,3090,3896,4260,7104,7269
53,495,495.000,359,777,923,2016,3080,3991,4269,7212,7368
54,441,441.000,364,787,2033,2264,3379,4240,7019,7257,7428
55,479,479.000,371,783,951,2091,3271,4052,5289,7183,7361
56,465,465.000,365,777,1013,2153,3322,4092,6861,7247,7553
57,475,475.000,373,777,2018,2094,3306,3971,4194,7203,7363
58,475,475.000,368,777,2001,2100,3070,3959,4304,7291,7461
59,449,449.000,361,775,1971,2211,3265,4129,6914,7353,8056
