Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,156.600,1.363,0.755,0.908,1.468,1.590,1.763,1.929,3.022,10.456,0.734
5,153.000,1.223,0.744,0.894,1.007,1.563,1.776,1.898,2.213,2.903,0.818
10,172.800,0.935,0.824,0.882,0.905,0.941,1.026,1.066,1.335,5.693,1.070
15,197.800,0.810,0.722,0.779,0.795,0.820,0.885,0.907,1.006,1.660,1.235
20,204.000,0.798,0.728,0.774,0.787,0.804,0.865,0.885,0.943,1.074,1.253
25,202.200,0.819,0.723,0.773,0.791,0.829,0.882,0.912,1.001,3.981,1.221
30,198.200,0.798,0.707,0.769,0.784,0.810,0.868,0.892,0.954,1.044,1.254
35,202.200,0.805,0.727,0.773,0.786,0.807,0.874,0.894,0.976,3.811,1.242
40,210.800,0.845,0.730,0.803,0.826,0.852,0.921,0.961,1.177,2.928,1.184
45,204.200,0.812,0.721,0.770,0.785,0.812,0.873,0.916,1.395,2.857,1.231
50,209.600,0.798,0.728,0.770,0.782,0.800,0.865,0.882,0.937,3.787,1.252
55,200.200,0.793,0.724,0.766,0.778,0.798,0.856,0.878,0.943,3.762,1.261
