Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,156.200,3.894,2.092,3.006,3.773,4.577,5.204,5.585,7.589,10.244,0.257
5,154.200,3.988,2.018,3.191,3.921,4.752,5.339,5.575,6.274,8.079,0.251
10,151.800,4.199,2.285,3.402,4.185,4.961,5.468,5.736,7.289,8.917,0.238
15,159.000,4.008,2.076,3.130,3.900,4.773,5.418,5.786,6.419,8.811,0.249
20,165.000,3.782,1.957,2.992,3.706,4.469,5.056,5.449,6.689,7.618,0.264
25,166.200,3.866,1.700,3.024,3.803,4.589,5.218,5.549,6.920,9.949,0.259
30,166.000,3.764,1.874,2.893,3.685,4.516,5.070,5.519,6.397,8.698,0.266
35,169.200,3.780,1.887,2.955,3.773,4.504,5.041,5.387,5.904,8.334,0.265
40,200.400,3.308,1.702,2.640,3.305,3.971,4.331,4.561,5.033,7.023,0.302
45,208.000,3.169,1.879,2.527,3.132,3.764,4.149,4.300,5.127,9.604,0.316
50,206.000,3.183,1.660,2.585,3.139,3.825,4.180,4.346,4.496,6.590,0.314
55,204.000,3.156,1.698,2.586,3.113,3.794,4.124,4.330,4.410,4.909,0.317
