Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,17.400,0.908,0.648,0.789,0.867,0.966,1.094,1.190,2.259,2.259,1.102
5,13.200,0.901,0.716,0.835,0.913,0.970,1.001,1.036,1.057,1.057,1.110
10,13.400,0.930,0.744,0.856,0.949,0.996,1.031,1.053,1.078,1.078,1.075
15,11.800,0.889,0.694,0.776,0.890,0.974,1.031,1.068,1.374,1.374,1.125
20,13.200,0.904,0.703,0.815,0.891,0.957,1.025,1.073,1.636,1.636,1.106
25,18.400,0.850,0.658,0.788,0.834,0.915,0.970,1.030,1.280,1.280,1.177
30,15.800,0.857,0.638,0.786,0.842,0.891,0.929,1.052,1.844,1.844,1.168
35,14.200,0.893,0.650,0.797,0.895,0.989,1.038,1.071,1.270,1.270,1.120
40,17.600,0.979,0.800,0.922,0.979,1.042,1.113,1.124,1.152,1.152,1.022
45,18.200,0.951,0.775,0.885,0.940,0.997,1.038,1.073,2.270,2.270,1.052
50,15.600,0.949,0.764,0.883,0.954,1.004,1.065,1.088,1.193,1.193,1.054
55,21.600,0.919,0.728,0.866,0.914,0.974,1.014,1.032,1.097,1.100,1.088
